date,AAPL,AMZN,ASML,DXCM,INTC,MSFT,NVDA,NFLX,PEP,SGEN
2011/4/14,10.13681535,9.091,60.18337534,3.99,13.85328681,20.03026952,4.249438998,33.81857075,48.00829388,15.45
2011/4/15,9.985565116,9.0005,60.60715925,4.0025,13.9735656,19.99087088,4.29535406,33.6414279,48.30339733,15.63
2011/4/18,10.11943377,8.917,58.62425617,3.945,13.8815877,19.76235876,4.153017367,33.33285648,48.33218791,15.21
2011/4/19,10.30270271,8.941,57.95827673,3.9525,14.05139305,19.81751686,4.136947096,34.50714217,48.08746797,15
2011/4/20,10.44145041,9.1935,63.08960518,4.145,15.14805263,20.29818029,4.263213517,34.91857073,48.46174553,15.51
2011/4/21,10.69424567,9.2945,61.71219093,4.0975,15.18342875,20.1090668,4.251734751,36.03142785,48.51932669,15.64
2011/4/25,10.76468681,9.271,62.04518065,4.1225,15.52303946,20.17998436,4.318311591,35.95285642,48.24581617,15.89
2011/4/26,10.68570735,9.115,63.72914231,4.065,15.9051015,20.63700861,4.430803493,32.70142792,48.73525605,15.72
2011/4/27,10.67747397,9.8315,64.23423423,4.0875,16.01122985,20.78672344,4.430803493,33.70857075,48.89360424,16.34
2011/4/28,10.57379437,9.7535,63.37713355,4.165,16.13150864,21.04675448,4.479014308,33.4814279,50.18198275,16.45
2011/4/29,10.67686409,9.7905,63.91286567,4.1625,16.37914145,20.42425594,4.591506211,33.23857076,49.58457819,16.61
2011/5/2,10.55946219,10.0595,62.79555897,4.18,16.2093361,20.219383,4.529520877,33.88428504,49.88687929,16.84
2011/5/3,10.61801067,9.9225,63.63733956,4.125,16.43574324,20.33757893,4.313720085,33.03428505,50.08841336,16.96
2011/5/4,10.65978745,9.9985,63.71382221,4.105,16.75748701,20.53457214,4.281579541,32.74142792,50.26115684,16.71
2011/5/5,10.57379437,9.8555,62.93332203,3.725,16.83592632,20.32181947,4.283875294,32.90142791,49.54139232,16.43
2011/5/6,10.57104991,9.88,61.72421257,3.7525,16.57921588,20.3848573,4.435394999,32.78142792,49.85808871,17.03
2011/5/9,10.59971427,10.04,63.07108508,3.77,16.22980444,20.35333838,4.534112383,33.77285647,50.2539592,17.79
2011/5/10,10.65612817,10.197,63.83626517,3.8325,16.42233727,20.22726273,4.540999642,33.94714218,50.40510975,17.56
2011/5/11,10.58843149,10.219,60.49990087,3.83,16.6933094,19.98299115,4.56166142,34.38142788,50.52746972,17.44
2011/5/12,10.56830545,10.3035,62.03037889,3.9,16.90723477,19.95147224,4.706293866,35.1099993,51.07449076,17.71
2011/5/13,10.38320687,10.128,60.66818628,3.85,16.6933094,19.72296011,4.19204517,35.21714215,50.78658495,18.015
2011/5/16,10.16365007,9.6255,61.02019504,3.8125,16.85731885,19.36049261,4.063482996,33.86999932,50.90174727,18.07
2011/5/17,10.25025303,9.7405,60.65286618,3.785,16.79314124,19.44773783,4.047412725,33.84857075,51.18245544,18.4
2011/5/18,10.36399565,9.8545,61.75485277,3.8275,17.02845914,19.58257125,4.141538602,34.64857074,51.29761776,18.65
2011/5/19,10.38412169,9.9405,61.49464676,3.8625,16.7860104,19.59843401,4.081849021,34.67571359,51.66469767,18.98
2011/5/20,10.22219855,9.9325,60.54574332,3.85,16.55782334,19.4239437,4.153017367,35.12857073,51.3192107,19.02
2011/5/23,10.19719347,9.811,57.7756335,3.76,16.3011129,19.17013962,4.148425861,35.40428501,51.13207192,18.8
2011/5/24,10.12980173,9.6635,58.03583951,3.65,16.12284176,19.15427686,4.164496133,35.37142786,51.08888605,18.66
2011/5/25,10.26976919,9.613,58.23476512,3.745,16.17275768,19.18600237,4.215002701,37.06714212,50.70741085,18.94
2011/5/26,10.21548987,9.75,57.89807646,3.8125,16.04440246,19.56670849,4.320607344,37.67857068,50.68581791,19.3
2011/5/27,10.28898041,9.7065,58.26540532,3.825,15.83760794,19.63809089,4.476718555,37.7871421,50.67142262,19.52
2011/5/31,10.60672789,9.8345,59.70396274,3.9425,16.05153331,19.83637533,4.600689223,38.68571351,51.18965308,19.37
2011/6/1,10.53598181,9.62,58.47965103,3.7925,15.68786018,19.37635543,4.394071444,38.17999924,50.96127337,19.04
2011/6/2,10.55397327,9.6825,58.7550593,3.75,15.75203779,19.2097965,4.373409666,38.81428494,50.39576202,19.3
2011/6/3,10.47285923,9.416,58.52549349,3.6475,15.49532735,18.9639238,4.237960232,39.09999922,50.00425416,18.94
2011/6/6,10.30819163,9.2845,58.03583951,3.5225,15.56663581,19.04323757,4.148425861,37.51285639,49.94625299,19.37
2011/6/7,10.12522763,9.3775,59.21430876,3.525,15.73064526,19.08289446,4.146130108,37.66999925,49.97525357,19.51
2011/6/8,10.13132643,9.4025,57.65319055,3.4775,15.55950496,18.98771793,4.033638206,37.46571354,49.91000226,19.56
2011/6/9,10.10845593,9.484,57.98987921,3.5025,15.51671989,19.00358069,3.987723144,37.50999925,50.39576202,19.85
2011/6/10,9.937994477,9.3265,55.96962937,3.375,15.24574776,18.80529625,3.930329316,36.94571355,49.80125008,19.4
2011/6/13,9.959340277,9.3145,55.87782662,3.3025,15.25287861,19.06703171,3.902780279,36.74571355,50.06950547,19.53
2011/6/14,10.13742523,9.498,57.7296732,3.39,15.55950496,19.2097965,3.934920822,37.30428497,50.43926289,19.54
2011/6/15,9.963914376,9.299,55.32689224,3.2625,15.27427114,18.82909038,3.849977958,36.73142784,49.64899702,19.34
2011/6/16,9.915428917,9.1825,54.13310289,3.29,15.27427114,19.0353062,3.716824277,35.614285,49.94625299,19.55
2011/6/17,9.766008319,9.3185,54.14842299,3.35,15.11026169,19.24152201,3.627289906,35.09571358,49.82300052,19.5
2011/6/20,9.615367961,9.386,53.67397127,3.43,15.20296269,19.40808094,3.58596635,35.0899993,50.0115043,20.02
2011/6/21,9.919698077,9.7115,54.46979156,3.635,15.43828059,19.63809089,3.664021956,36.23571356,49.97525357,20
2011/6/22,9.837669218,9.5815,54.02598004,3.675,15.25287861,19.55084574,3.613515388,35.52285643,49.86650139,20.01
2011/6/23,10.10052749,9.708,54.42383126,3.67,15.48106566,19.53498298,3.721415784,36.53142784,49.28648974,20.22
2011/6/24,9.951716777,9.6275,53.53620822,3.65,15.11739254,19.27324752,3.613515388,36.70857069,49.62724659,20.7
2011/6/27,10.12522763,10.0625,55.54113795,3.6975,15.21722438,19.98707151,3.537755535,37.15999926,50.06225532,20.55
2011/6/28,10.22341831,10.1175,55.54113795,3.685,15.32418706,20.46295416,3.558417313,37.86999924,50.47551362,21.34
2011/6/29,10.18621563,10.209,56.01558968,3.6225,15.25287861,20.32018937,3.613515388,37.84857067,50.72201857,21.09
2011/6/30,10.23592085,10.2245,56.56652405,3.6225,15.80195371,20.62158171,3.65943045,37.52714211,51.06277541,20.52
2011/7/1,10.46737031,10.4745,58.06636187,3.6525,16.065795,20.63744447,3.705345512,38.28428495,50.88877192,20.86
2011/7/5,10.65551829,10.6595,57.7756335,3.7325,16.00161739,20.64537585,3.645655931,41.37571346,50.5842658,20.88
2011/7/6,10.72656931,10.7095,56.53588385,3.7425,16.2226736,20.88331717,3.597445116,41.56571345,50.87427163,20.68
2011/7/7,10.89245666,10.837,59.13770826,3.8825,16.56495418,21.23229779,3.608923882,41.77428488,51.12802672,20.63
2011/7/8,10.9689966,10.914,57.30118178,3.8675,16.46512235,21.35126845,3.542347041,42.1628563,50.70026813,21.08
2011/7/11,10.79487587,10.6275,56.52056375,3.7975,16.29398205,21.1212585,3.418376374,41.53428488,50.24350896,20.54
2011/7/12,10.78725237,10.5615,53.38312506,3.8025,16.00874823,21.0498761,3.372461312,41.60999917,50.03325474,19.8
2011/7/13,10.91746174,10.675,53.0770766,3.835,16.03014077,21.1212585,3.365574052,42.67571343,49.94625299,20.33
2011/7/14,10.90983824,10.519,51.9444498,3.89,15.88039301,20.99435646,3.232420372,40.94571347,49.73599877,20.33
2011/7/15,11.12787034,10.6435,52.52602438,3.915,15.95170147,21.24022916,3.237011878,40.98999918,49.68524775,18.87
2011/7/18,11.39865706,10.5765,52.35773897,3.9075,15.88752386,21.08953299,3.165843532,39.85714206,49.30099003,17.9
2011/7/19,11.49166376,10.903,54.3320285,3.815,16.44372981,21.84301386,3.264560916,41.04142775,49.6924979,18
2011/7/20,11.79812845,10.7775,54.48511166,3.8275,16.39381389,21.46230774,3.22323736,40.1999992,49.65624717,17.84
2011/7/21,11.81002111,10.6605,56.73492731,3.86,16.26545867,21.48610187,3.374757065,39.40142778,47.97421339,17.98
2011/7/22,11.99329005,10.826,57.80615586,3.8575,16.49364573,21.83508248,3.443629658,39.51142778,47.67695742,17.91
2011/7/25,12.15185885,10.6745,57.25522148,3.7975,16.42233727,22.13647483,3.388531583,40.21857062,46.66918718,17.63
2011/7/26,12.30158439,10.709,57.80615586,3.655,16.32250544,22.27130825,3.305884472,38.12999924,46.45168282,17.31
2011/7/27,11.97163931,11.126,57.01033557,3.5225,16.065795,21.67645493,3.181913804,38.48857066,46.29942976,16.72
2011/7/28,11.94815893,11.195,54.68403727,3.5425,16.08005669,21.98577866,3.175026545,38.08857067,46.32118019,16.62
2011/7/29,11.90729697,11.126,54.56159431,3.545,15.92317809,21.73197457,3.175026545,37.99857067,46.42993238,17.03
2011/8/1,12.09849435,11.066,53.81161648,3.5325,15.85900048,21.62886667,3.344912274,37.62571353,46.29942976,16.445
2011/8/2,11.85942139,10.585,52.60262488,3.325,15.48819651,21.25609192,3.310475978,36.74285641,45.80641986,15.71
2011/8/3,11.97102943,10.498,53.50556802,3.3475,15.70421043,21.35126845,3.400010349,37.1428564,46.74893878,15.83
2011/8/4,11.50752064,10.074,50.82726095,2.74,15.01296596,20.57399345,3.076309161,35.1099993,45.92967233,14.34
2011/8/5,11.39316814,10.135,51.14862952,2.81,14.96976318,20.36777763,2.973000271,34.44428503,46.88669155,13.84
2011/8/8,10.77078561,9.685,47.56726146,2.575,14.48013167,19.41601232,2.738833455,32.37714221,45.6541668,12.74
2011/8/9,11.4050608,10.2545,51.34755512,2.79,14.83295438,20.28846385,2.968408765,33.97142789,45.74116855,13.48
2011/8/10,11.09036272,9.7065,49.74059445,2.5775,14.35052334,19.19393375,2.832959332,33.20285648,43.73287822,12.67
2011/8/11,11.39560766,9.918,53.29132231,2.7375,14.94816179,19.97914013,3.078604914,34.73285645,45.58166534,13.61
2011/8/12,11.49593292,10.115,54.2707481,2.785,14.86895669,19.90775773,2.95693,34.85714216,45.80641986,13.93
2011/8/15,11.6917044,10.1475,54.80648022,2.885,15.04176781,20.23294421,3.069421902,35.18285644,46.08917554,15.37
2011/8/16,11.60235698,9.884,53.64333107,2.8375,14.96976318,20.23294421,2.982183284,34.14857075,46.2269283,15.3
2011/8/17,11.60113722,9.7965,53.53620822,2.8275,14.88335762,20.15312983,2.940859728,33.17714219,46.85044082,14.8
2011/8/18,11.16232856,9.126,50.58237504,2.685,14.23531592,19.69020645,2.741129208,31.06857081,45.74116855,13.95
2011/8/19,10.85677869,8.9465,50.33748913,2.71,13.81768905,19.19535733,2.692918393,29.3157137,45.0016537,15.04
2011/8/22,10.86928123,8.877,50.44461198,2.7275,13.95449785,19.13948726,2.741129208,29.3157137,44.89290151,14.73
2011/8/23,11.39255826,9.6775,53.0004761,2.8375,14.19211314,19.73011364,3.037281358,31.36285652,46.02392423,15.16
2011/8/24,11.47123278,9.6865,52.83219069,2.93,14.25691731,19.87377952,2.993662049,30.86142795,46.18342743,15.46
2011/8/25,11.39621754,9.6015,50.53641474,2.8275,13.98329971,19.61039208,2.865099875,30.83285653,45.69041753,15.62
2011/8/26,11.69688838,9.9635,52.78623039,2.9175,14.23531592,20.15312983,2.98677479,31.69857079,45.79191957,16.66
2011/8/29,11.89174503,10.3265,54.79116012,3.095,14.61694048,20.62403465,3.067126149,32.14714221,46.51693413,17.28
2011/8/30,11.89235491,10.546,53.49024792,3.02,14.5737377,20.93531071,3.140590248,33.75428504,46.77793937,17.9
2011/8/31,11.73500587,10.7615,53.98001974,3.0075,14.4945326,21.2306239,3.055647383,33.57285647,47.0885498,17.39
2011/9/1,11.61912868,10.627,52.985156,2.94,14.39372612,20.91934784,3.048760124,33.32428505,46.88391231,16.84
2011/9/2,11.40628056,10.5,51.9138096,2.88,14.1417099,20.5921089,2.966113012,30.44428511,46.26269133,16.75
2011/9/6,11.57979142,10.809,51.19458982,2.84,14.06970527,20.36064721,3.025802593,31.25285652,45.64147036,17.72
2011/9/7,11.70756127,10.995,53.0157962,3.02,14.45853028,20.75173765,3.271448175,30.85714224,45.03486635,17.88
2011/9/8,11.71396501,10.863,52.28113847,3,14.32172148,20.92732928,3.255377903,30.17142797,44.83022885,17.96
2011/9/9,11.51087498,10.5695,52.18933571,2.91,14.18491268,20.54422027,3.18650531,29.13857085,43.84358378,17.4
2011/9/12,11.58589022,10.828,53.52088812,2.895,14.60253955,20.66394184,3.262265163,30.00714226,43.95321101,17.53
2011/9/13,11.72860213,10.9765,54.59223451,3.0125,14.94816179,20.7836634,3.335729262,29.82142798,44.24555029,18.36
2011/9/14,11.87131405,11.1285,55.89314672,3.09,15.20737847,21.15080953,3.507910745,29.81571369,45.00563242,18.45
2011/9/15,11.98292209,11.339,55.67890101,3.1775,15.50979793,21.54189997,3.558417313,24.17857095,46.20422348,18.72
2011/9/16,12.21284685,11.965,56.01558968,3.1975,15.81941785,21.64565866,3.549234301,22.16999956,45.34913108,18.28
2011/9/19,12.55224506,12.0845,55.11252869,3.1925,15.79061599,21.71749159,3.475770201,20.53571388,44.26016725,19.03
2011/9/20,12.60774414,11.6625,54.54627421,3.2725,15.9850285,21.53391853,3.38623583,18.57571391,44.13592306,19.67
2011/9/21,12.567797,11.5935,54.72999757,3.15,15.79781646,20.74375621,3.31965899,18.35714249,44.42826234,20.05
2011/9/22,12.25309893,11.1615,53.0770766,2.9725,15.56740163,20.00148252,3.101562445,18.3614282,44.52327261,19.42
2011/9/23,12.32872405,11.1805,53.84225668,2.9725,15.95622665,20.00148252,3.165843532,18.47999963,44.09938065,19.54
2011/9/26,12.29426583,11.4925,55.32689224,3,16.01383036,20.30477715,3.172730792,18.88857105,45.23219536,19.49
2011/9/27,12.17503429,11.2105,56.81140996,3.2125,16.22984425,20.48835021,3.177322298,18.21285678,45.62685339,19.67
2011/9/28,12.10642279,11.4855,55.05136613,3.055,16.0642336,20.40853583,3.080900667,18.16285678,45.29066322,18.81
2011/9/29,11.91004143,11.122,55.17380909,3.1375,15.99222897,20.31275858,3.005140815,16.16999968,45.73648063,18.55
2011/9/30,11.62797194,10.8115,52.86271304,3,15.36578866,19.86579808,2.871987135,16.18142825,45.23950385,19.04
2011/10/3,11.42305226,10.599,51.27107247,2.84,14.8473553,19.57846633,2.711284417,16.17857111,44.06283824,19.13
2011/10/4,11.35901486,10.625,53.71981373,3.05,15.2793831,20.22496277,2.961521506,16.41428539,44.17977395,20.34
2011/10/5,11.53435536,10.975,53.45960772,3.055,15.73301229,20.66394184,3.067126149,17.10857109,44.06283824,20.75
2011/10/6,11.50752064,11.0755,54.45447146,3.0225,15.86262063,21.02310653,3.188801063,17.60571393,44.26747573,21.41
2011/10/7,11.27668106,11.237,55.61762061,2.775,16.04983267,20.95127359,3.248490644,16.74428538,44.59635743,21.52
2011/10/10,11.85637199,11.566,56.59716425,2.8725,16.47466001,21.50199278,3.39312309,15.94571397,45.2175784,21.3
2011/10/11,12.20644311,11.774,55.3574146,2.8675,16.5538651,21.54988141,3.35639104,15.52285683,44.54519805,21.32
2011/10/12,12.26438171,11.8405,59.32143162,2.8225,16.64747112,21.51795565,3.354095287,16.23142825,45.82418241,20.82
2011/10/13,12.45466427,11.8075,61.31104125,2.8125,16.84188363,21.69354728,3.549234301,16.71571395,45.57569402,20.89
2011/10/14,12.86846784,12.3355,61.70889247,2.8075,16.92108873,21.76538022,3.608923882,16.57714253,45.48799224,20.87
2011/10/17,12.8071749,12.1165,60.66818628,2.655,16.76267854,21.53391853,3.429855139,16.76142824,45.23219536,20.33
2011/10/18,12.8757864,12.194,61.63240982,2.685,16.8490841,21.79730597,3.553825807,15.96285682,45.61223643,20.54
2011/10/19,12.15551813,11.5765,60.43862047,2.58,17.45392301,21.65364009,3.482657461,15.63142826,45.39298197,20.34
2011/10/20,12.05458299,11.6805,60.30085741,2.565,17.00029383,21.58180716,3.308180225,15.92571397,45.40029045,20.47
2011/10/21,11.98017763,11.739,61.98441858,2.565,17.30271328,21.67758441,3.324250496,16.71999967,45.51722616,20.935
2011/10/24,12.37355023,11.8805,63.19352804,2.7575,17.70593923,21.70152872,3.448221164,16.97714252,45.38567349,20.99
2011/10/25,12.12959823,11.3575,62.68843612,2.62,17.73474108,21.39823409,3.317363237,11.05285692,45.18103599,20.65
2011/10/26,12.21589625,9.92,62.81087907,2.545,17.78514432,21.22264247,3.35639104,11.34285692,45.31989715,21.08
2011/10/27,12.34061671,10.339,66.54521243,2.35,18.09476425,21.74941734,3.501023486,11.55142834,45.95573509,22.02
2011/10/28,12.34854515,10.866,66.65233529,2.51,17.9867573,21.53391853,3.581374844,12.01999976,46.18960651,22
2011/10/31,12.34336117,10.6755,64.17295383,2.4475,17.66993691,21.25456822,3.397714596,11.72571405,46.00689446,22
2011/11/1,12.09117579,10.6055,62.21398439,2.35,17.20910726,20.74375621,3.227828866,11.44142834,45.48068375,21.73
2011/11/2,12.11862039,10.781,61.92325603,2.45,17.17310494,20.75971909,3.170435038,11.9128569,45.61223643,22.28
2011/11/3,12.29121643,10.9145,64.5556028,1.9675,17.57991282,21.17475384,3.363278299,13.18428545,45.89726723,21.96
2011/11/4,12.20491841,10.824,64.83112891,1.9075,17.24574919,20.95127359,3.402306102,12.85999974,45.30528018,18.01
2011/11/7,12.18936647,10.85,63.88222547,1.8525,17.63802823,21.39025265,3.383940077,12.97571403,45.67801277,16.69
2011/11/8,12.38757747,10.8995,65.78003235,1.845,17.97945629,21.67758441,3.461995683,12.92428546,46.52579669,17.12
2011/11/9,12.05366817,10.561,61.37220381,1.7775,17.31839346,20.9113664,3.287518447,12.57857118,45.51722616,16.09
2011/11/10,11.74689853,10.5395,62.06090124,1.77,17.47821084,20.9752179,3.321954743,12.15999976,46.01420294,16.21
2011/11/11,11.72860213,10.8695,63.60669936,1.835,18.05210056,21.47804847,3.439038152,12.53571404,46.24807437,16.52
2011/11/14,11.5651543,10.9465,61.47932666,1.75,17.89228317,21.3583269,3.372461312,12.24571404,45.89726723,16.2
2011/11/15,11.85698187,10.8915,61.92325603,1.8025,18.40805747,21.50307457,3.416080621,12.32571404,47.13970918,16.07
2011/11/16,11.73317623,10.5995,60.46926067,1.76,18.1174804,20.96429147,3.347208028,11.59714263,47.57090962,15.88
2011/11/17,11.5087404,10.226,58.70921684,1.75,17.68161479,20.53808992,3.227828866,10.92285692,46.84006141,15.58
2011/11/18,11.43342022,9.857,58.26540532,1.775,17.64529266,20.34509299,3.197984076,11.15142835,46.69389177,15.27
2011/11/21,11.2525908,9.4625,58.21944502,1.735,17.12225393,20.10384683,3.358686793,10.63857122,46.1530641,15.4
2011/11/22,11.4812958,9.617,56.73492731,1.7275,16.88252785,19.93497451,3.461995683,10.06428551,46.17498955,15.68
2011/11/23,11.19099292,9.4495,56.19919518,1.7375,16.4902488,19.67764528,3.315067484,9.78571409,45.60492795,15.02
2011/11/25,11.08670344,9.12,55.418695,1.7325,16.51204208,19.54093912,3.22323736,9.12285696,45.67070429,15.02
2011/11/28,11.46940314,9.7075,57.39298454,1.8525,17.04234524,19.99930682,3.404601855,9.992856943,46.03612839,16.16
2011/11/29,11.38036066,9.4195,56.91853282,1.8775,17.12951836,19.97518221,3.42296788,9.65285695,46.52579669,15.61
2011/11/30,11.65480666,9.6145,60.49990087,2.005,18.09568712,20.57025607,3.588262104,9.218571244,47.15576817,16.63
2011/12/1,11.82953727,9.8565,60.19373456,2,18.10295155,20.32900991,3.631881413,9.595714094,47.22208097,16.44
2011/12/2,11.88351165,9.8015,62.2293045,2.06,17.8995476,20.28076068,3.608923882,9.481428382,47.36207465,16.41
2011/12/5,11.98444679,9.812,63.28533079,2.09,18.16833139,20.66675454,3.553825807,10.01714266,47.45049172,16.71
2011/12/6,11.92162915,9.5995,63.69850211,2.1075,18.4153219,20.63458838,3.503319239,9.73428552,47.63469394,17.2
2011/12/7,11.86491031,9.766,64.29539679,2.0425,18.64051913,20.58633915,3.482657461,10.27999979,47.82626425,17.1
2011/12/8,11.91278589,9.524,62.85683937,2,17.95039859,20.42550838,3.372461312,9.917142659,47.3989151,17.98
2011/12/9,12.00304813,9.6515,63.66797976,2.0775,18.16833139,20.66675454,3.420672127,10.12714265,48.03257073,18.09
2011/12/12,11.94876881,9.476,61.32636135,2.02,17.43462428,20.5139653,3.335729262,10.75142836,47.64206203,17.16
2011/12/13,11.85637199,9.0255,59.85704589,2.01,17.11498951,20.71500377,3.243899138,10.30142837,47.36207465,17.02
2011/12/14,11.59351372,9.0105,59.78056324,2.01,16.93337884,20.57829761,3.117632717,10.14857123,47.14103199,16.61
2011/12/15,11.55539622,9.063,60.0866117,2.0525,16.93337884,20.554173,3.09008368,9.959999801,47.78205571,16.13
2011/12/16,11.61882374,9.063,60.20905466,2.07,16.87526342,20.9080007,3.101562445,9.974285515,47.67890247,16.38
2011/12/19,11.6551116,8.9665,59.76524314,2.0275,16.77356145,20.53004838,3.021211087,9.592856951,47.42838745,16.36
2011/12/20,12.07409915,9.126,63.13224764,2.1525,17.31839346,20.93212532,3.191096816,10.1999998,48.28308575,16.79
2011/12/21,12.08904121,8.7175,62.41291,2.1775,17.20216263,20.71500377,3.14977326,10.13857123,48.65885828,16.83
2011/12/22,12.15338355,8.9515,62.99448458,2.18,17.44915314,20.75521147,3.282926941,10.54857122,48.65885828,16.7
2011/12/23,12.29914487,8.864,63.43841395,2.145,17.72520136,20.93212532,3.25308215,10.37428551,49.04936698,16.59
2011/12/27,12.39672567,8.8135,63.63733956,2.1625,17.84143218,20.94016686,3.227828866,10.08571408,48.9093733,16.86
2011/12/28,12.27810401,8.6945,63.43841395,2.135,17.6017061,20.763253,3.147477507,9.885714088,48.56307312,16.38
2011/12/29,12.35372913,8.693,64.66272565,2.35,17.83416776,20.92408378,3.207167088,9.899999802,49.02726272,16.68
2011/12/30,12.35006985,8.655,63.95870812,2.3275,17.61623495,20.87583455,3.181913804,9.898571231,48.88726903,16.715
2012/1/3,12.54004746,8.9515,64.6168832,2.36,17.82690333,21.52719918,3.22323736,10.31999979,48.92410947,16.4
2012/1/4,12.6074392,8.8755,63.71382221,2.3,18.24097566,22.03381612,3.25996941,11.49285691,49.17462449,16.49
2012/1/5,12.74740666,8.8805,63.02512478,2.23,18.45164403,22.25897921,3.377052818,11.3285712,48.79148387,17.41
2012/1/6,12.88066544,9.1305,62.61195346,2.2075,18.34267763,22.60476537,3.338025015,12.32714261,48.17993251,17.42
2012/1/9,12.86023446,8.928,63.11692753,2.21,18.49523059,22.30722844,3.338025015,14.02571401,48.43044752,17.43
2012/1/10,12.9062804,8.967,63.5455368,2.215,18.58966814,22.38764383,3.324250496,13.68999973,48.3788709,17.65
2012/1/11,12.88523954,8.945,64.03530862,2.5325,18.74222111,22.29114536,3.257673656,13.16428545,47.89994513,18.39
2012/1/12,12.8498665,8.7965,63.88222547,2.5675,18.70589897,22.51630845,3.237011878,13.16428545,47.61258967,18.44
2012/1/13,12.80168598,8.921,63.17820794,2.5025,18.26276894,22.71734692,3.152069014,13.48285687,47.45049172,17.65
2012/1/17,12.95080164,9.083,65.18313767,2.54,18.19012467,22.71734692,3.103858198,13.5314283,47.63469394,17.51
2012/1/18,13.08528018,9.472,64.6168832,2.6675,18.44437961,22.70126384,3.209462841,14.07714258,47.78205571,17.95
2012/1/19,13.04380834,9.7225,64.90761156,2.705,18.61872585,22.61280691,3.294405706,14.7799997,48.56307312,17.79
2012/1/20,12.81662804,9.5465,66.11672101,2.68,19.16355786,23.89141157,3.264560916,14.31999971,48.83569241,17.61
2012/1/23,13.03344038,9.3045,67.08094455,2.6425,19.40328394,23.90749465,3.354095287,13.42285687,48.70306681,17.69
2012/1/24,12.81998238,9.35,66.57585263,2.685,19.53404363,23.59387464,3.429855139,13.23857116,48.7767477,17.94
2012/1/25,13.62044987,9.39,66.19320367,2.7325,19.54130805,23.77078849,3.409193361,13.57714259,49.14515214,18.33
2012/1/26,13.55854705,9.666,65.76471225,2.7475,19.43234165,23.72253926,3.377052818,16.57285681,49.01252654,18.5
2012/1/27,13.63935615,9.7685,65.97895796,2.7625,19.4178128,23.50541771,3.42296788,17.68428536,48.48939223,19.61
2012/1/30,13.81408677,9.6075,65.73407205,2.75,19.42507722,23.81099618,3.397714596,17.91857107,48.19466868,19.02
2012/1/31,13.91990095,9.722,65.79535245,2.7425,19.19261557,23.74666387,3.390827337,17.17142823,48.38623899,18.93
2012/2/1,13.91105769,8.973,67.49411587,2.8225,19.28705311,24.03615927,3.427559386,17.56714251,48.9093733,19.19
2012/2/2,13.87842911,9.086,67.9992078,2.8825,19.24346655,24.0844085,3.55612156,17.71428536,48.92410947,19.32
2012/2/3,14.01748175,9.384,69.71329132,2.925,19.58030045,24.31761312,3.631881413,18.06142821,49.11567978,19.53
2012/2/6,14.148301,9.157,68.77970798,2.94,19.56565549,24.28544697,3.604332375,18.46428535,49.01252654,19.85
2012/2/7,14.29650184,9.2095,69.07055419,2.9275,19.50707569,24.40607005,3.613515388,18.26857106,49.18936067,19.36
2012/2/8,14.53587974,9.274,69.3154401,2.8425,19.66084768,24.65535775,3.744373315,17.71428536,49.17462449,19.01
2012/2/9,15.03872579,9.249,69.52968581,2.8425,19.66817016,24.74381468,3.742077562,17.83428536,47.35470656,18.88
2012/2/10,15.04634929,9.277,69.2541597,2.78,19.55101054,24.52669313,3.647951684,17.70428536,47.11892772,18.595
2012/2/13,15.32628421,9.5795,68.85630848,2.8,19.55101054,24.59102544,3.707641265,16.89999966,46.92735741,18.96
2012/2/14,15.53547305,9.565,69.78989182,2.795,19.60959035,24.48579716,3.728303043,17.58142822,46.80209991,17.94
2012/2/15,15.17594879,9.2235,69.49904561,2.735,19.46314083,24.32390759,3.712232771,17.43714251,46.47053591,17.81
2012/2/16,15.31439155,8.9965,71.39685249,2.95,19.63888025,25.32762292,3.776513858,17.41571394,46.22002089,18.22
2012/2/17,15.31164709,9.125,71.41217259,2.9,20.04161643,25.295245,3.638768672,17.40714251,46.18318045,17.71
2012/2/21,15.69983571,9.113,70.70815506,2.8625,19.88784443,25.44904009,3.657134697,16.77142824,46.52211253,17.66
2012/2/22,15.64464157,9.029,70.3408262,2.7975,19.57297797,25.31143396,3.631881413,16.05714254,46.49264018,17.64
2012/2/23,15.74679646,8.9445,70.78463772,2.7975,19.52172064,25.39237874,3.652543191,16.14142825,46.51474444,18.05
2012/2/24,15.93037034,8.9565,70.87655832,2.7,19.55101054,25.48141801,3.624994153,15.95285682,46.64737004,17.57
2012/2/27,16.03252524,8.9265,70.50922945,2.6775,19.69013758,25.37618979,3.551530054,15.62999969,46.65473813,18.13
2012/2/28,16.32679234,9.19,73.04977346,2.7725,19.94642424,25.79710266,3.51938951,16.1885711,46.65473813,18.55
2012/2/29,16.54116515,8.9845,69.71329132,2.6975,19.68281511,25.69187444,3.478065955,15.81857111,46.75502292,18.46
2012/3/1,16.60306797,9.002,69.46852326,2.6825,19.66817016,26.13707076,3.501023486,16.10714254,46.46531114,18.22
2012/3/2,16.62471871,8.965,69.17767705,2.5925,19.70478254,25.96708671,3.530868276,16.44285681,46.44302562,18.08
2012/3/5,16.25818084,9.013,68.93279114,2.5875,19.43385093,25.74044131,3.411489114,15.82999968,46.64359531,18.07
2012/3/6,16.16974824,9.0545,68.47365952,2.525,19.48510826,25.53807935,3.379348571,15.30428541,46.26474146,17.49
