date,ma10_AAPL,ma10_AMZN,ma10_ASML,ma10_DXCM,ma10_INTC,ma10_MSFT,ma10_NVDA,ma10_NFLX,ma10_PEP,ma10_SGEN,ma30_AAPL,ma30_AMZN,ma30_ASML,ma30_DXCM,ma30_INTC,ma30_MSFT,ma30_NVDA,ma30_NFLX,ma30_PEP,ma30_SGEN,ma100_AAPL,ma100_AMZN,ma100_ASML,ma100_DXCM,ma100_INTC,ma100_MSFT,ma100_NVDA,ma100_NFLX,ma100_PEP,ma100_SGEN,volume_AAPL,volume_AMZN,volume_ASML,volume_DXCM,volume_INTC,volume_MSFT,volume_NVDA,volume_NFLX,volume_PEP,volume_SGEN,cap_AAPL,cap_AMZN,cap_ASML,cap_DXCM,cap_INTC,cap_MSFT,cap_NVDA,cap_NFLX,cap_PEP,cap_SGEN,pe_AAPL,pe_AMZN,pe_ASML,pe_DXCM,pe_INTC,pe_MSFT,pe_NVDA,pe_NFLX,pe_PEP,pe_SGEN,libor_AAPL,libor_AMZN,libor_ASML,libor_DXCM,libor_INTC,libor_MSFT,libor_NVDA,libor_NFLX,libor_PEP,libor_SGEN,comexgold_AAPL,comexgold_AMZN,comexgold_ASML,comexgold_DXCM,comexgold_INTC,comexgold_MSFT,comexgold_NVDA,comexgold_NFLX,comexgold_PEP,comexgold_SGEN,comexcopper_AAPL,comexcopper_AMZN,comexcopper_ASML,comexcopper_DXCM,comexcopper_INTC,comexcopper_MSFT,comexcopper_NVDA,comexcopper_NFLX,comexcopper_PEP,comexcopper_SGEN,nymexwti_AAPL,nymexwti_AMZN,nymexwti_ASML,nymexwti_DXCM,nymexwti_INTC,nymexwti_MSFT,nymexwti_NVDA,nymexwti_NFLX,nymexwti_PEP,nymexwti_SGEN,cbot10tbonds_AAPL,cbot10tbonds_AMZN,cbot10tbonds_ASML,cbot10tbonds_DXCM,cbot10tbonds_INTC,cbot10tbonds_MSFT,cbot10tbonds_NVDA,cbot10tbonds_NFLX,cbot10tbonds_PEP,cbot10tbonds_SGEN
2010/4/29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.880051758,-0.962095273,-0.98768184,-0.998156501,-0.644926387,-0.683337026,-0.851665745,-0.984534061,-0.953682484,-0.997099783,0.799038976,-0.538681668,-0.866323711,-1,-0.040334839,1,-0.934881548,-0.965005803,-0.228868572,-0.995595478,0.770811346,1,0.725419913,0.46914434,0.64562168,0.616347327,-1,0.840366695,0.625064174,0.455562044,-0.939876177,-0.939876177,-0.939876177,-0.939876177,-0.939876177,-0.939876177,-0.939876177,-0.939876177,-0.939876177,-0.939876177,-0.322530977,-0.322530977,-0.322530977,-0.322530977,-0.322530977,-0.322530977,-0.322530977,-0.322530977,-0.322530977,-0.322530977,0.137367915,0.137367915,0.137367915,0.137367915,0.137367915,0.137367915,0.137367915,0.137367915,0.137367915,0.137367915,0.096438273,0.096438273,0.096438273,0.096438273,0.096438273,0.096438273,0.096438273,0.096438273,0.096438273,0.096438273,-0.706422535,-0.706422535,-0.706422535,-0.706422535,-0.706422535,-0.706422535,-0.706422535,-0.706422535,-0.706422535,-0.706422535
2010/4/30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.883568748,-0.963306473,-0.989111359,-0.995626342,-0.50779572,-0.619906105,-0.839479613,-0.988847675,-0.950313361,-0.995327595,0.774758544,-0.547053215,-0.866944845,-1,-0.052854286,1,-0.937754856,-0.965996782,-0.216889515,-0.995208528,0.767604762,1,0.72286938,0.45894201,0.639473661,0.610705352,-1,0.834426751,0.621331584,0.441401401,-0.937766055,-0.937766055,-0.937766055,-0.937766055,-0.937766055,-0.937766055,-0.937766055,-0.937766055,-0.937766055,-0.937766055,-0.312266295,-0.312266295,-0.312266295,-0.312266295,-0.312266295,-0.312266295,-0.312266295,-0.312266295,-0.312266295,-0.312266295,0.131878688,0.131878688,0.131878688,0.131878688,0.131878688,0.131878688,0.131878688,0.131878688,0.131878688,0.131878688,0.106097193,0.106097193,0.106097193,0.106097193,0.106097193,0.106097193,0.106097193,0.106097193,0.106097193,0.106097193,-0.669056851,-0.669056851,-0.669056851,-0.669056851,-0.669056851,-0.669056851,-0.669056851,-0.669056851,-0.669056851,-0.669056851
2010/5/3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.902494034,-0.966016188,-0.994198255,-0.998173338,-0.666597426,-0.735543005,-0.837846784,-0.988064106,-0.965144247,-0.995123083,0.791771853,-0.550604648,-0.865898534,-1,-0.045465974,1,-0.939283945,-0.965320543,-0.219514347,-0.99509983,0.769545458,1,0.723321852,0.451318895,0.637625629,0.607359768,-1,0.841779023,0.617834942,0.433122392,-0.937766055,-0.937766055,-0.937766055,-0.937766055,-0.937766055,-0.937766055,-0.937766055,-0.937766055,-0.937766055,-0.937766055,-0.311093189,-0.311093189,-0.311093189,-0.311093189,-0.311093189,-0.311093189,-0.311093189,-0.311093189,-0.311093189,-0.311093189,0.112666392,0.112666392,0.112666392,0.112666392,0.112666392,0.112666392,0.112666392,0.112666392,0.112666392,0.112666392,0.100814971,0.100814971,0.100814971,0.100814971,0.100814971,0.100814971,0.100814971,0.100814971,0.100814971,0.100814971,-0.70093379,-0.70093379,-0.70093379,-0.70093379,-0.70093379,-0.70093379,-0.70093379,-0.70093379,-0.70093379,-0.70093379
2010/5/4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.844620436,-0.923878515,-0.988025392,-0.998318391,-0.45463603,-0.506462883,-0.802921878,-0.986853086,-0.949655956,-0.992013116,0.782320886,-0.56544686,-0.866893336,-1,-0.051744856,1,-0.941019293,-0.965316168,-0.20361546,-0.994970772,0.77775428,1,0.729850842,0.452593511,0.642429813,0.612111471,-1,0.852804953,0.625099151,0.432350217,-0.936945452,-0.936945452,-0.936945452,-0.936945452,-0.936945452,-0.936945452,-0.936945452,-0.936945452,-0.936945452,-0.936945452,-0.330596085,-0.330596085,-0.330596085,-0.330596085,-0.330596085,-0.330596085,-0.330596085,-0.330596085,-0.330596085,-0.330596085,0.0500892,0.0500892,0.0500892,0.0500892,0.0500892,0.0500892,0.0500892,0.0500892,0.0500892,0.0500892,0.048747359,0.048747359,0.048747359,0.048747359,0.048747359,0.048747359,0.048747359,0.048747359,0.048747359,0.048747359,-0.652590617,-0.652590617,-0.652590617,-0.652590617,-0.652590617,-0.652590617,-0.652590617,-0.652590617,-0.652590617,-0.652590617
2010/5/5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.810412496,-0.943169704,-0.982822349,-0.998462362,-0.41765574,-0.598176617,-0.799982815,-0.987397038,-0.95401434,-0.991632034,0.7803381,-0.557483961,-0.869813591,-1,-0.059376674,1,-0.941405337,-0.965291234,-0.198877562,-0.995327259,0.768397498,1,0.71597505,0.444465669,0.632127234,0.602802283,-1,0.843142722,0.616458841,0.426666888,-0.935187017,-0.935187017,-0.935187017,-0.935187017,-0.935187017,-0.935187017,-0.935187017,-0.935187017,-0.935187017,-0.935187017,-0.319451573,-0.319451573,-0.319451573,-0.319451573,-0.319451573,-0.319451573,-0.319451573,-0.319451573,-0.319451573,-0.319451573,0.046246741,0.046246741,0.046246741,0.046246741,0.046246741,0.046246741,0.046246741,0.046246741,0.046246741,0.046246741,0.014488379,0.014488379,0.014488379,0.014488379,0.014488379,0.014488379,0.014488379,0.014488379,0.014488379,0.014488379,-0.614099037,-0.614099037,-0.614099037,-0.614099037,-0.614099037,-0.614099037,-0.614099037,-0.614099037,-0.614099037,-0.614099037
2010/5/6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.723916159,-0.938759299,-0.972841783,-0.99583691,-0.033755153,-0.226679554,-0.849267771,-0.979057858,-0.915601158,-0.993675434,0.763987961,-0.551752295,-0.869225382,-1,-0.059904345,1,-0.940707988,-0.964481539,-0.180963634,-0.995279208,0.762054115,1,0.713225182,0.445558825,0.629403958,0.60044097,-1,0.844119792,0.616421059,0.426841971,-0.933721654,-0.933721654,-0.933721654,-0.933721654,-0.933721654,-0.933721654,-0.933721654,-0.933721654,-0.933721654,-0.933721654,-0.284551653,-0.284551653,-0.284551653,-0.284551653,-0.284551653,-0.284551653,-0.284551653,-0.284551653,-0.284551653,-0.284551653,-0.011390147,-0.011390147,-0.011390147,-0.011390147,-0.011390147,-0.011390147,-0.011390147,-0.011390147,-0.011390147,-0.011390147,-0.023241775,-0.023241775,-0.023241775,-0.023241775,-0.023241775,-0.023241775,-0.023241775,-0.023241775,-0.023241775,-0.023241775,-0.512909105,-0.512909105,-0.512909105,-0.512909105,-0.512909105,-0.512909105,-0.512909105,-0.512909105,-0.512909105,-0.512909105
2010/5/7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.640125556,-0.928293472,-0.979683103,-0.99620303,-0.162051576,0.044550978,-0.826628156,-0.977806988,-0.920563049,-0.992063699,0.735626742,-0.552747431,-0.869126761,-1,-0.043059897,1,-0.939917617,-0.965722279,-0.160091517,-0.995643291,0.760765781,1,0.716316751,0.452614636,0.6353741,0.604380989,-1,0.834546006,0.62309402,0.436285491,-0.920709235,-0.920709235,-0.920709235,-0.920709235,-0.920709235,-0.920709235,-0.920709235,-0.920709235,-0.920709235,-0.920709235,-0.271207567,-0.271207567,-0.271207567,-0.271207567,-0.271207567,-0.271207567,-0.271207567,-0.271207567,-0.271207567,-0.271207567,0.022643063,0.022643063,0.022643063,0.022643063,0.022643063,0.022643063,0.022643063,0.022643063,0.022643063,0.022643063,-0.057047993,-0.057047993,-0.057047993,-0.057047993,-0.057047993,-0.057047993,-0.057047993,-0.057047993,-0.057047993,-0.057047993,-0.533808555,-0.533808555,-0.533808555,-0.533808555,-0.533808555,-0.533808555,-0.533808555,-0.533808555,-0.533808555,-0.533808555
2010/5/10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.788678329,-0.959136889,-0.98715054,-0.997586355,-0.322926069,-0.478977891,-0.852849091,-0.984115926,-0.934921427,-0.990776575,0.822108613,-0.541917855,-0.863773423,-1,-0.012786233,1,-0.93884846,-0.964052938,-0.15793904,-0.994599657,0.765861036,1,0.717984837,0.450887861,0.634340468,0.599958954,-1,0.839870637,0.618621986,0.42644675,-0.923288273,-0.923288273,-0.923288273,-0.923288273,-0.923288273,-0.923288273,-0.923288273,-0.923288273,-0.923288273,-0.923288273,-0.280152504,-0.280152504,-0.280152504,-0.280152504,-0.280152504,-0.280152504,-0.280152504,-0.280152504,-0.280152504,-0.280152504,0.052284891,0.052284891,0.052284891,0.052284891,0.052284891,0.052284891,0.052284891,0.052284891,0.052284891,0.052284891,-0.034560821,-0.034560821,-0.034560821,-0.034560821,-0.034560821,-0.034560821,-0.034560821,-0.034560821,-0.034560821,-0.034560821,-0.588766369,-0.588766369,-0.588766369,-0.588766369,-0.588766369,-0.588766369,-0.588766369,-0.588766369,-0.588766369,-0.588766369
2010/5/11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.81744632,-0.963702004,-0.990748716,-0.998134119,-0.382054278,-0.616401382,-0.875391687,-0.980201258,-0.956525521,-0.992941973,0.844113841,-0.544086592,-0.867068097,-1,-0.022755484,1,-0.939684748,-0.963263497,-0.154542249,-0.994390718,0.769320999,1,0.713235411,0.445440056,0.632305093,0.598947709,-1,0.849489266,0.618236995,0.420271479,-0.926218998,-0.926218998,-0.926218998,-0.926218998,-0.926218998,-0.926218998,-0.926218998,-0.926218998,-0.926218998,-0.926218998,-0.242026542,-0.242026542,-0.242026542,-0.242026542,-0.242026542,-0.242026542,-0.242026542,-0.242026542,-0.242026542,-0.242026542,0.041306436,0.041306436,0.041306436,0.041306436,0.041306436,0.041306436,0.041306436,0.041306436,0.041306436,0.041306436,-0.050256565,-0.050256565,-0.050256565,-0.050256565,-0.050256565,-0.050256565,-0.050256565,-0.050256565,-0.050256565,-0.050256565,-0.581096201,-0.581096201,-0.581096201,-0.581096201,-0.581096201,-0.581096201,-0.581096201,-0.581096201,-0.581096201,-0.581096201
2010/5/12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.85953383,-0.964557721,-0.992077825,-0.998680651,-0.498899636,-0.71652636,-0.86455488,-0.976659174,-0.920870221,-0.994973706,0.848313198,-0.541177604,-0.865695809,-1,-0.006506652,1,-0.939856507,-0.960974088,-0.165930072,-0.994568829,0.767031308,1,0.712783919,0.440815694,0.631785199,0.596338992,-1,0.867096514,0.614071601,0.417946739,-0.927303367,-0.927303367,-0.927303367,-0.927303367,-0.927303367,-0.927303367,-0.927303367,-0.927303367,-0.927303367,-0.927303367,-0.228975731,-0.228975731,-0.228975731,-0.228975731,-0.228975731,-0.228975731,-0.228975731,-0.228975731,-0.228975731,-0.228975731,0.0380129,0.0380129,0.0380129,0.0380129,0.0380129,0.0380129,0.0380129,0.0380129,0.0380129,0.0380129,-0.057802596,-0.057802596,-0.057802596,-0.057802596,-0.057802596,-0.057802596,-0.057802596,-0.057802596,-0.057802596,-0.057802596,-0.596506907,-0.596506907,-0.596506907,-0.596506907,-0.596506907,-0.596506907,-0.596506907,-0.596506907,-0.596506907,-0.596506907
2010/5/13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.871274244,-0.964343563,-0.992083098,-0.998847472,-0.626648464,-0.727716303,-0.811852286,-0.938588083,-0.953160679,-0.994130924,0.834423239,-0.54648668,-0.870034997,-1,-0.025435019,1,-0.939686647,-0.959925272,-0.166080731,-0.994509517,0.770815015,1,0.712198969,0.44502697,0.63519551,0.602250068,-1,0.882748628,0.619959744,0.422344086,-0.928036048,-0.928036048,-0.928036048,-0.928036048,-0.928036048,-0.928036048,-0.928036048,-0.928036048,-0.928036048,-0.928036048,-0.231028668,-0.231028668,-0.231028668,-0.231028668,-0.231028668,-0.231028668,-0.231028668,-0.231028668,-0.231028668,-0.231028668,0.05612735,0.05612735,0.05612735,0.05612735,0.05612735,0.05612735,0.05612735,0.05612735,0.05612735,0.05612735,-0.082553577,-0.082553577,-0.082553577,-0.082553577,-0.082553577,-0.082553577,-0.082553577,-0.082553577,-0.082553577,-0.082553577,-0.587710842,-0.587710842,-0.587710842,-0.587710842,-0.587710842,-0.587710842,-0.587710842,-0.587710842,-0.587710842,-0.587710842
2010/5/14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.836987374,-0.968331365,-0.987767397,-0.99863946,-0.4978005,-0.61922208,-0.625273221,-0.970025313,-0.941548637,-0.995258839,0.821458957,-0.551987133,-0.871724547,-1,-0.041813083,1,-0.946656593,-0.963413689,-0.162359451,-0.994886744,0.754516824,1,0.68994162,0.400478301,0.606362331,0.572783342,-1,0.847373582,0.592642805,0.379411856,-0.929149723,-0.929149723,-0.929149723,-0.929149723,-0.929149723,-0.929149723,-0.929149723,-0.929149723,-0.929149723,-0.929149723,-0.235281179,-0.235281179,-0.235281179,-0.235281179,-0.235281179,-0.235281179,-0.235281179,-0.235281179,-0.235281179,-0.235281179,0.007273226,0.007273226,0.007273226,0.007273226,0.007273226,0.007273226,0.007273226,0.007273226,0.007273226,0.007273226,-0.10775732,-0.10775732,-0.10775732,-0.10775732,-0.10775732,-0.10775732,-0.10775732,-0.10775732,-0.10775732,-0.10775732,-0.522831066,-0.522831066,-0.522831066,-0.522831066,-0.522831066,-0.522831066,-0.522831066,-0.522831066,-0.522831066,-0.522831066
2010/5/17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.83624182,-0.966136948,-0.986839261,-0.998609207,-0.61151764,-0.723122763,-0.871338118,-0.972921442,-0.958311575,-0.995121357,0.823704515,-0.550810572,-0.870797748,-1,-0.036431684,1,-0.946222113,-0.96104317,-0.153985572,-0.994714236,0.75501391,1,0.692031577,0.402726316,0.608196038,0.574060669,-1,0.86847609,0.595021727,0.380309606,-0.92695168,-0.92695168,-0.92695168,-0.92695168,-0.92695168,-0.92695168,-0.92695168,-0.92695168,-0.92695168,-0.92695168,-0.245985776,-0.245985776,-0.245985776,-0.245985776,-0.245985776,-0.245985776,-0.245985776,-0.245985776,-0.245985776,-0.245985776,-0.088788253,-0.088788253,-0.088788253,-0.088788253,-0.088788253,-0.088788253,-0.088788253,-0.088788253,-0.088788253,-0.088788253,-0.127829762,-0.127829762,-0.127829762,-0.127829762,-0.127829762,-0.127829762,-0.127829762,-0.127829762,-0.127829762,-0.127829762,-0.53598998,-0.53598998,-0.53598998,-0.53598998,-0.53598998,-0.53598998,-0.53598998,-0.53598998,-0.53598998,-0.53598998
2010/5/18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.831980359,-0.968445961,-0.976359976,-0.999119941,-0.539232367,-0.682733723,-0.898709145,-0.976433435,-0.956542027,-0.989214361,0.831911724,-0.554729859,-0.876431096,-1,-0.051138205,1,-0.947419683,-0.962262563,-0.146664522,-0.99430865,0.756491787,1,0.6814566,0.397399651,0.60351843,0.570883847,-1,0.858841736,0.593317593,0.370568458,-0.928241199,-0.928241199,-0.928241199,-0.928241199,-0.928241199,-0.928241199,-0.928241199,-0.928241199,-0.928241199,-0.928241199,-0.267541609,-0.267541609,-0.267541609,-0.267541609,-0.267541609,-0.267541609,-0.267541609,-0.267541609,-0.267541609,-0.267541609,-0.065733498,-0.065733498,-0.065733498,-0.065733498,-0.065733498,-0.065733498,-0.065733498,-0.065733498,-0.065733498,-0.065733498,-0.15937217,-0.15937217,-0.15937217,-0.15937217,-0.15937217,-0.15937217,-0.15937217,-0.15937217,-0.15937217,-0.15937217,-0.490954127,-0.490954127,-0.490954127,-0.490954127,-0.490954127,-0.490954127,-0.490954127,-0.490954127,-0.490954127,-0.490954127
2010/5/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.779782774,-0.961195394,-0.981128209,-0.997459499,-0.461693727,-0.628721828,-0.875802841,-0.980369227,-0.952757415,-0.995885871,0.825678836,-0.55523166,-0.873592257,-1,-0.031409418,1,-0.945933815,-0.962487179,-0.142227535,-0.994417272,0.760943861,1,0.693362572,0.407750978,0.6148827,0.580108018,-1,0.861715552,0.602743755,0.383289661,-0.927303367,-0.927303367,-0.927303367,-0.927303367,-0.927303367,-0.927303367,-0.927303367,-0.927303367,-0.927303367,-0.927303367,-0.287044505,-0.287044505,-0.287044505,-0.287044505,-0.287044505,-0.287044505,-0.287044505,-0.287044505,-0.287044505,-0.287044505,-0.038287361,-0.038287361,-0.038287361,-0.038287361,-0.038287361,-0.038287361,-0.038287361,-0.038287361,-0.038287361,-0.038287361,-0.132659221,-0.132659221,-0.132659221,-0.132659221,-0.132659221,-0.132659221,-0.132659221,-0.132659221,-0.132659221,-0.132659221,-0.484339486,-0.484339486,-0.484339486,-0.484339486,-0.484339486,-0.484339486,-0.484339486,-0.484339486,-0.484339486,-0.484339486
2010/5/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.724548542,-0.94838837,-0.978819935,-0.996910183,-0.359341253,-0.470951427,-0.8303229,-0.975210022,-0.930382663,-0.994711033,0.8207538,-0.554732625,-0.871552493,-1,-0.028791413,1,-0.944788407,-0.963060578,-0.135857229,-0.994504525,0.762783047,1,0.699934578,0.416626569,0.619698682,0.585010921,-1,0.856754272,0.608264371,0.392601068,-0.928417042,-0.928417042,-0.928417042,-0.928417042,-0.928417042,-0.928417042,-0.928417042,-0.928417042,-0.928417042,-0.928417042,-0.324437275,-0.324437275,-0.324437275,-0.324437275,-0.324437275,-0.324437275,-0.324437275,-0.324437275,-0.324437275,-0.324437275,-0.079456566,-0.079456566,-0.079456566,-0.079456566,-0.079456566,-0.079456566,-0.079456566,-0.079456566,-0.079456566,-0.079456566,-0.164654392,-0.164654392,-0.164654392,-0.164654392,-0.164654392,-0.164654392,-0.164654392,-0.164654392,-0.164654392,-0.164654392,-0.432688992,-0.432688992,-0.432688992,-0.432688992,-0.432688992,-0.432688992,-0.432688992,-0.432688992,-0.432688992,-0.432688992
2010/5/21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.737221151,-0.952152134,-0.975330288,-0.996987388,-0.327967144,-0.292902404,-0.839254138,-0.974281471,-0.912356192,-0.993115817,0.874481002,-0.538845305,-0.86631821,-1,-0.013330558,1,-0.942962282,-0.960740324,-0.131019288,-0.994085361,0.760553791,1,0.700117197,0.416155042,0.616152612,0.58046679,-1,0.86443911,0.603662935,0.389836442,-0.928036048,-0.928036048,-0.928036048,-0.928036048,-0.928036048,-0.928036048,-0.928036048,-0.928036048,-0.928036048,-0.928036048,-0.316958721,-0.316958721,-0.316958721,-0.316958721,-0.316958721,-0.316958721,-0.316958721,-0.316958721,-0.316958721,-0.316958721,-0.015232606,-0.015232606,-0.015232606,-0.015232606,-0.015232606,-0.015232606,-0.015232606,-0.015232606,-0.015232606,-0.015232606,-0.128886206,-0.128886206,-0.128886206,-0.128886206,-0.128886206,-0.128886206,-0.128886206,-0.128886206,-0.128886206,-0.128886206,-0.399686156,-0.399686156,-0.399686156,-0.399686156,-0.399686156,-0.399686156,-0.399686156,-0.399686156,-0.399686156,-0.399686156
2010/5/24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.838086101,-0.97274248,-0.982838044,-0.998813647,-0.66069859,-0.556815658,-0.900117299,-0.984220617,-0.961977081,-0.99781527,0.950450241,-0.53100072,-0.867553789,-1,-0.00340429,1,-0.943385571,-0.958726372,-0.115664404,-0.993991709,0.762786199,1,0.688909553,0.407533194,0.608210856,0.571126135,-1,0.872332305,0.596497842,0.380035881,-0.928241199,-0.928241199,-0.928241199,-0.928241199,-0.928241199,-0.928241199,-0.928241199,-0.928241199,-0.928241199,-0.928241199,-0.291883569,-0.291883569,-0.291883569,-0.291883569,-0.291883569,-0.291883569,-0.291883569,-0.291883569,-0.291883569,-0.291883569,0.008371072,0.008371072,0.008371072,0.008371072,0.008371072,0.008371072,0.008371072,0.008371072,0.008371072,0.008371072,-0.150015092,-0.150015092,-0.150015092,-0.150015092,-0.150015092,-0.150015092,-0.150015092,-0.150015092,-0.150015092,-0.150015092,-0.408482221,-0.408482221,-0.408482221,-0.408482221,-0.408482221,-0.408482221,-0.408482221,-0.408482221,-0.408482221,-0.408482221
2010/5/25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.774996207,-0.957243978,-0.981775974,-0.998204355,-0.421875493,-0.408518547,-0.854731268,-0.979999289,-0.945005476,-0.995710072,0.953151841,-0.51673084,-0.867984746,-1,0.013014644,1,-0.941361573,-0.956927804,-0.114988101,-0.993856572,0.755389144,1,0.683012063,0.409874093,0.607590114,0.569542514,-1,0.876944933,0.594192775,0.382656603,-0.927127523,-0.927127523,-0.927127523,-0.927127523,-0.927127523,-0.927127523,-0.927127523,-0.927127523,-0.927127523,-0.927127523,-0.277659652,-0.277659652,-0.277659652,-0.277659652,-0.277659652,-0.277659652,-0.277659652,-0.277659652,-0.277659652,-0.277659652,-0.010292301,-0.010292301,-0.010292301,-0.010292301,-0.010292301,-0.010292301,-0.010292301,-0.010292301,-0.010292301,-0.010292301,-0.143827347,-0.143827347,-0.143827347,-0.143827347,-0.143827347,-0.143827347,-0.143827347,-0.143827347,-0.143827347,-0.143827347,-0.368864745,-0.368864745,-0.368864745,-0.368864745,-0.368864745,-0.368864745,-0.368864745,-0.368864745,-0.368864745,-0.368864745
2010/5/26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.817380751,-0.958163226,-0.978231443,-0.998213754,-0.484927889,0.062386443,-0.850486704,-0.971317146,-0.908943226,-0.996838577,1,-0.509466749,-0.865151274,-1,0.034542574,0.973447168,-0.939301008,-0.955716973,-0.113755889,-0.993717404,0.761069149,1,0.688458887,0.417719656,0.613583769,0.57261001,-1,0.883130345,0.597973484,0.390476782,-0.926775836,-0.926775836,-0.926775836,-0.926775836,-0.926775836,-0.926775836,-0.926775836,-0.926775836,-0.926775836,-0.926775836,-0.258010118,-0.258010118,-0.258010118,-0.258010118,-0.258010118,-0.258010118,-0.258010118,-0.258010118,-0.258010118,-0.258010118,-0.019075065,-0.019075065,-0.019075065,-0.019075065,-0.019075065,-0.019075065,-0.019075065,-0.019075065,-0.019075065,-0.019075065,-0.116057954,-0.116057954,-0.116057954,-0.116057954,-0.116057954,-0.116057954,-0.116057954,-0.116057954,-0.116057954,-0.116057954,-0.408482221,-0.408482221,-0.408482221,-0.408482221,-0.408482221,-0.408482221,-0.408482221,-0.408482221,-0.408482221,-0.408482221
2010/5/27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.856973052,-0.971514088,-0.982900294,-0.998849414,-0.499537046,-0.179646027,-0.892794843,-0.983203587,-0.943372852,-0.997684511,1,-0.514040546,-0.863478256,-1,0.047907249,0.976749482,-0.938000901,-0.955705598,-0.122858667,-0.99374528,0.768743169,1,0.699527892,0.429276407,0.624776657,0.582776512,-1,0.88962814,0.606495011,0.402725963,-0.926570685,-0.926570685,-0.926570685,-0.926570685,-0.926570685,-0.926570685,-0.926570685,-0.926570685,-0.926570685,-0.926570685,-0.269447907,-0.269447907,-0.269447907,-0.269447907,-0.269447907,-0.269447907,-0.269447907,-0.269447907,-0.269447907,-0.269447907,0.032523672,0.032523672,0.032523672,0.032523672,0.032523672,0.032523672,0.032523672,0.032523672,0.032523672,0.032523672,-0.067612436,-0.067612436,-0.067612436,-0.067612436,-0.067612436,-0.067612436,-0.067612436,-0.067612436,-0.067612436,-0.067612436,-0.466747356,-0.466747356,-0.466747356,-0.466747356,-0.466747356,-0.466747356,-0.466747356,-0.466747356,-0.466747356,-0.466747356
