,Simple R-GCN,LSTM-driven R-GCN,CNN-driven R-GCN,CNN-driven Simple R-GCN,CNN Stacked Simple R-GCN,CNN,sRNN,LSTM,GRU,Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/10/10,8.294873951,13.17358425,9.643207334,10.20609165,13.99263755,16.29962392,12.8267126,13.61986376,11.26482771,7.627635087,,,,,,,,,,,1.087476506,1.727086325,1.264246024,1.338041416,1.834466042,2.136917109,1.681610677,1.785594566,1.476844078,1,,-0.003005547,-0.001901101,0.002373826,-0.004111805,0.002545408,-0.008818355,-0.007054951,0.001277796,0.002244726,-0.000722318
2017/10/11,8.396009525,13.28880439,9.768073658,10.29588232,14.21896795,16.6910449,13.07749737,13.6379294,11.29941571,7.711114181,,,,,,,,,,,1.088819246,1.723331295,1.266752564,1.335200346,1.843957645,2.164543866,1.695928379,1.768606854,1.465341512,1,,0.012192539,0.008746302,0.01294863,0.008797753,0.016174963,0.024014111,0.019551757,0.001326418,0.003070442,0.010944296
2017/10/12,8.417683389,13.30736471,9.803924242,10.30835195,14.25818571,16.72384689,13.1220042,13.63390931,11.3060274,7.72775347,,,,,,,,,,,1.089279494,1.722022417,1.268664209,1.333939028,1.845062186,2.1641279,1.698036079,1.764278502,1.463041936,1,,0.002581448,0.001396688,0.003670179,0.001211128,0.00275813,0.001965245,0.003403314,-0.000294772,0.000585136,0.002157832
2017/10/13,8.477320209,13.37378814,9.927649732,10.3594813,14.45049712,16.82155659,13.19592631,13.82396865,11.46714828,7.785647643,,,,,,,,,,,1.088839439,1.71774896,1.275121889,1.330586969,1.85604304,2.160585395,1.694904126,1.775570805,1.47285734,1,,0.007084707,0.004991479,0.012619997,0.004959993,0.01348779,0.005842537,0.005633447,0.013940194,0.014250884,0.007491721
2017/10/16,8.502938747,13.46324694,9.994501908,10.40346081,14.58258383,16.79792573,13.18654523,14.00999788,11.59437105,7.817059969,,,,,,,,,,,1.087741271,1.722290349,1.278549985,1.330866189,1.865481893,2.148880244,1.68689319,1.792233645,1.483213778,1,,0.003022009,0.006689114,0.006733938,0.004245339,0.009140634,-0.001404796,-0.000710907,0.013457006,0.011094543,0.004034645
2017/10/17,8.49957442,13.4139763,9.983327936,10.35095426,14.60022701,16.82454855,13.20122512,13.96706224,11.56265413,7.813895151,,,,,,,,,,,1.087751276,1.716682402,1.277637816,1.324685584,1.868495382,2.153157705,1.689455114,1.787464762,1.479755475,1,,-0.000395666,-0.00365964,-0.001118012,-0.005047027,0.00120988,0.001584887,0.001113248,-0.003064643,-0.002735545,-0.00040486
2017/10/18,8.443094692,13.32433904,9.904021238,10.24049768,14.43122611,16.66087876,13.09916704,13.91998899,11.47102244,7.770811809,,,,,,,,,,,1.086513855,1.714665001,1.274515647,1.317815684,1.857106627,2.144033232,1.685688363,1.791317218,1.476167834,1,,-0.006645007,-0.006682378,-0.007943914,-0.010671149,-0.011575224,-0.009728035,-0.007730955,-0.003370304,-0.007924797,-0.005513683
2017/10/19,8.443990456,13.26221369,9.934013598,10.25342189,14.41940848,16.63307728,13.09180239,13.82036474,11.46264189,7.772286407,,,,,,,,,,,1.086422967,1.706346498,1.278132724,1.31922852,1.855233804,2.140049454,1.684420993,1.778159478,1.474809508,1,,0.000106094,-0.004662546,0.003028301,0.001262069,-0.000818893,-0.001668668,-0.000562223,-0.00715692,-0.000730584,0.000189761
2017/10/20,8.436746889,13.20605483,9.904069474,10.20901684,14.37508,16.56855897,13.08142084,13.82272285,11.45377477,7.763630653,,,,,,,,,,,1.086701218,1.701015339,1.275700754,1.314979717,1.851592462,2.134125091,1.684961769,1.780445705,1.475311653,1,,-0.000857837,-0.004234501,-0.003014303,-0.004330754,-0.003074224,-0.003878916,-0.000792981,0.000170625,-0.000773567,-0.001113669
2017/10/23,8.415605144,13.14652503,9.870837941,10.22441123,14.29216784,16.36493387,12.95345605,13.82013284,11.4893156,7.746717837,,,,,,,,,,,1.086344607,1.697044517,1.274196137,1.319837826,1.844932026,2.112499024,1.672121836,1.78399848,1.483120444,1,,-0.002505912,-0.004507766,-0.003355341,0.001507921,-0.00576777,-0.01228985,-0.009782178,-0.000187373,0.00310298,-0.002178467
2017/10/24,8.440070577,13.21548521,9.920504216,10.25116588,14.40330602,16.46024723,13.01479092,13.95076944,11.58083344,7.772537024,,,,,,,,,,,1.085883612,1.70027948,1.27635342,1.318895728,1.853102273,2.117744461,1.67445853,1.794879767,1.489968257,1,,0.002907151,0.005245506,0.005031617,0.002616742,0.00777616,0.005824244,0.00473502,0.00945263,0.007965474,0.00333292
2017/10/25,8.401825669,13.11150089,9.832804739,10.20016801,14.26892719,16.38954648,12.96247524,13.79279912,11.46203306,7.72587623,,,,,,,,,,,1.087491622,1.697089171,1.272710622,1.320260344,1.846900826,2.121383516,1.677800013,1.785273114,1.483590045,1,,-0.004531349,-0.007868369,-0.008840224,-0.004974836,-0.009329722,-0.004295242,-0.00401971,-0.011323413,-0.010258362,-0.00600329
2017/10/26,8.419875998,13.16537403,9.870610204,10.23538687,14.30063749,16.34333899,12.93752457,13.92478773,11.55572404,7.746822708,,,,,,,,,,,1.086881205,1.69945467,1.27414949,1.321236752,1.846000358,2.109682848,1.670042682,1.797483723,1.491672712,1,,0.002148382,0.004108846,0.00384483,0.003452773,0.002222333,-0.002819327,-0.001924838,0.009569385,0.008174028,0.002711211
2017/10/27,8.757163745,13.65418884,10.27933794,10.36911027,14.903899,17.08596158,13.57372331,14.49326247,11.94755461,8.02293978,,,,,,,,,,,1.091515577,1.701893472,1.281243312,1.292432768,1.857660585,2.129638518,1.69186404,1.806477783,1.48917416,1,,0.040058517,0.037128821,0.041408558,0.013064811,0.042184239,0.045438854,0.049174688,0.040824661,0.03390792,0.035642622
2017/10/30,8.782742883,13.74993004,10.27550098,10.4058404,14.97637304,17.16160942,13.62437871,14.58660715,11.99574901,8.049320085,,,,,,,,,,,1.091116118,1.708210121,1.27656757,1.29276017,1.860576158,2.132057023,1.692612366,1.812153946,1.490281028,1,,0.002920939,0.007011856,-0.000373269,0.003542264,0.004862757,0.004427485,0.003731872,0.006440557,0.00403383,0.00328811
2017/10/31,8.791563541,13.77972003,10.31092885,10.4459881,14.99513009,16.97805405,13.48473734,14.74683637,12.13918291,8.066610002,,,,,,,,,,,1.089870905,1.708241755,1.278223299,1.294966299,1.858913483,2.104732229,1.671673396,1.828133053,1.504867957,1,,0.001004317,0.002166556,0.0034478,0.003858189,0.001252443,-0.010695697,-0.010249375,0.010984681,0.011957061,0.002147997
2017/11/1,8.795689055,13.76214006,10.3422725,10.43659722,14.95177232,16.92481305,13.45090781,14.83520084,12.20610409,8.071110549,,,,,,,,,,,1.089774326,1.705111084,1.281393984,1.293080693,1.85250496,2.096962115,1.666549817,1.838061906,1.512320271,1,,0.000469258,-0.001275786,0.003039847,-0.000898994,-0.002891457,-0.003135872,-0.002508727,0.005992096,0.005512824,0.000557923
2017/11/2,8.893454517,13.90514183,10.36064646,10.60709681,14.98198981,17.22086972,13.66727606,14.89540889,12.25717249,8.140062595,,,,,,,,,,,1.092553578,1.708235246,1.272796902,1.303073126,1.840525135,2.115569692,1.679013632,1.829888741,1.505783567,1,,0.011115157,0.010390954,0.001776588,0.016336703,0.002020997,0.017492463,0.016085773,0.004058459,0.004183841,0.008543068
2017/11/3,8.976368089,14.11295144,10.42096582,10.76242621,15.1853944,17.47286258,13.83019577,14.9951638,12.35418248,8.212054981,,,,,,,,,,,1.093072089,1.718565143,1.268983932,1.310564315,1.849158881,2.127708913,1.684133363,1.825994083,1.504395977,1,,0.009322988,0.014944803,0.005821969,0.014643913,0.013576607,0.014632993,0.011920423,0.006697024,0.007914549,0.008844205
2017/11/6,8.980023335,14.18674027,10.3873476,10.80667713,15.14122911,17.39751708,13.79332677,15.10375163,12.43030153,8.218171135,,,,,,,,,,,1.092703375,1.726264888,1.263948807,1.314973484,1.842408592,2.116957264,1.678393714,1.837848273,1.512538657,1,,0.000407208,0.005228448,-0.003226018,0.004111612,-0.002908406,-0.004312144,-0.002665834,0.007241523,0.006161399,0.000744778
2017/11/7,8.965274815,14.21082275,10.37610116,10.78274271,15.09794975,17.3068875,13.72930977,15.08556932,12.39950631,8.215700785,,,,,,,,,,,1.091236773,1.729715227,1.262959962,1.312455625,1.837694695,2.106562538,1.671106352,1.836187772,1.509245119,1,,-0.00164237,0.001697534,-0.001082706,-0.002214781,-0.002858378,-0.00520934,-0.004641157,-0.001203827,-0.002477431,-0.000300596
2017/11/8,8.957278866,14.20510338,10.36004226,10.76446055,15.06073148,17.21676606,13.68156416,15.06947321,12.36175654,8.199607077,,,,,,,,,,,1.092403426,1.732412693,1.263480331,1.312801998,1.836762583,2.09970623,1.668563387,1.837828699,1.507603526,1,,-0.00089188,-0.000402466,-0.001547681,-0.001695502,-0.002465121,-0.005207259,-0.003477641,-0.001066987,-0.003044458,-0.001958897
2017/11/9,8.930120092,14.17449324,10.26174946,10.74176877,14.92205484,17.27191587,13.70141125,14.91160596,12.21047552,8.165595989,,,,,,,,,,,1.093627471,1.735879813,1.256705509,1.31549109,1.827429971,2.115205785,1.677943811,1.826150349,1.495356314,1,,-0.003032034,-0.002154869,-0.009487684,-0.002108028,-0.009207828,0.003203262,0.001450645,-0.010475963,-0.012237826,-0.004147892
2017/11/10,8.9239636,14.30411412,10.32812958,10.7728113,15.03677891,17.25012359,13.68040989,15.00158621,12.2912291,8.200122804,,,,,,,,,,,1.088271946,1.744378037,1.259509136,1.313737801,1.833726063,2.103642104,1.668317685,1.829434336,1.49890793,1,,-0.000689408,0.009144657,0.006468695,0.00288989,0.007688222,-0.001261718,-0.001532788,0.006034243,0.006613467,0.004228328
2017/11/13,8.952211589,14.36720903,10.32749041,10.8485399,14.9876383,17.33980721,13.73926643,14.99931844,12.27947525,8.209265706,,,,,,,,,,,1.090500894,1.750121088,1.258028523,1.321499424,1.825697796,2.112223898,1.673629155,1.827120594,1.495806774,1,,0.003165408,0.004410962,-6.19E-05,0.007029604,-0.003268027,0.005199013,0.00430225,-0.000151169,-0.000956279,0.001114971
2017/11/14,8.975622048,14.40854296,10.39316294,10.87352269,15.01739607,17.38927729,13.77455118,14.99105361,12.29452057,8.232283202,,,,,,,,,,,1.090295587,1.750248699,1.262488508,1.32083924,1.824207902,2.11232739,1.673235826,1.821008005,1.493452092,1,,0.002615048,0.002876963,0.006359002,0.002302871,0.001985487,0.002852978,0.002568168,-0.000551014,0.001225241,0.002803843
2017/11/15,8.915364322,14.27153251,10.29250922,10.78220686,14.85079874,17.33905932,13.72131526,14.76666461,12.11416457,8.172397328,,,,,,,,,,,1.090911756,1.746309184,1.259423496,1.319344426,1.817190005,2.121661322,1.678982887,1.80689509,1.482326921,1,,-0.006713487,-0.009508973,-0.009684609,-0.008397999,-0.011093623,-0.00288787,-0.003864803,-0.014968194,-0.014669624,-0.007274516
2017/11/16,9.031967222,14.43207907,10.42669851,10.93776376,15.09311913,17.66849362,13.93714748,14.91998061,12.26762403,8.265627737,,,,,,,,,,,1.092714009,1.746035453,1.261452711,1.32328289,1.826010027,2.137586422,1.686157171,1.805063219,1.484173304,1,,0.013078871,0.011249427,0.013037569,0.014427186,0.016316994,0.018999549,0.015729703,0.010382575,0.012667771,0.011407963
2017/11/17,8.990260525,14.40520463,10.35782034,10.91259078,15.0310558,17.7072283,13.93477739,14.767434,12.1475705,8.233524973,,,,,,,,,,,1.091909061,1.749579272,1.258005578,1.325385034,1.825591815,2.150625444,1.69244369,1.793573718,1.47537908,1,,-0.004617676,-0.001862132,-0.006605943,-0.002301474,-0.004112028,0.002192302,-0.000170056,-0.010224317,-0.009786209,-0.003883887
2017/11/20,8.994555314,14.47098508,10.36457121,10.96572131,15.03552774,17.68638583,13.92604618,14.82760138,12.20333129,8.246389231,,,,,,,,,,,1.090726506,1.754826831,1.256861751,1.329760335,1.823286207,2.144743031,1.688744709,1.798071976,1.479839351,1,,0.000477716,0.004566436,0.000651765,0.004868737,0.000297514,-0.00117706,-0.000626577,0.004074328,0.004590283,0.001562424
2017/11/21,9.102604033,14.63647057,10.47721172,11.11675618,15.22991916,17.84937186,14.06887138,14.99787161,12.36706683,8.33434708,,,,,,,,,,,1.092179621,1.756162832,1.257112479,1.333848479,1.827368001,2.141664091,1.688059214,1.799525681,1.483867508,1,,0.01201268,0.011435676,0.010867841,0.013773364,0.012928806,0.009215338,0.010255976,0.011483329,0.013417282,0.010666226
2017/11/22,9.098980791,14.67818419,10.45378462,11.1038066,15.25446412,17.94216899,14.10688115,14.99795029,12.33548867,8.328235474,,,,,,,,,,,1.092546052,1.762460276,1.255222028,1.333272412,1.831656198,2.154378205,1.693861946,1.800855696,1.481164733,1,,-0.000398045,0.002849978,-0.002236005,-0.00116487,0.001611628,0.005198902,0.002701693,5.25E-06,-0.002553407,-0.000733304
2017/11/24,9.152495022,14.78371258,10.53876936,11.16220938,15.37548167,18.04668919,14.17771012,15.03106888,12.4027063,8.375474447,,,,,,,,,,,1.09277332,1.765119418,1.258289238,1.332725621,1.835774411,2.154706495,1.692765014,1.794652825,1.480836265,1,,0.005881343,0.007189472,0.008129567,0.005259708,0.007933255,0.005825394,0.005020881,0.002208208,0.005449126,0.005672147
2017/11/27,9.138906922,14.74981738,10.49562962,11.12225407,15.30515825,18.04417553,14.19690381,14.92804258,12.31272471,8.355416858,,,,,,,,,,,1.093770314,1.7653,1.256146736,1.331142929,1.831764771,2.159578132,1.699125735,1.786630498,1.473621834,1,,-0.001484633,-0.002292739,-0.004093432,-0.003579516,-0.004573738,-0.000139286,0.001353793,-0.006854223,-0.007254996,-0.0023948
2017/11/28,9.218311339,14.86302424,10.51859253,11.2593008,15.29526445,18.31940514,14.40432841,14.94554138,12.31853744,8.402655693,,,,,,,,,,,1.097071173,1.768848419,1.251817629,1.339969316,1.820289324,2.180192288,1.714259031,1.778668783,1.466029062,1,,0.008688612,0.007675136,0.002187854,0.012321849,-0.000646436,0.0152531,0.014610552,0.00117221,0.000472091,0.005653678
2017/11/29,9.046644384,14.50828213,10.18247629,11.00574991,14.71488677,18.10116022,14.21477579,14.34253181,11.76250342,8.222841793,,,,,,,,,,,1.100184658,1.764387847,1.238315967,1.338436296,1.789513545,2.201326582,1.72869382,1.744230543,1.43046695,1,,-0.018622386,-0.023867425,-0.031954488,-0.022519239,-0.037944926,-0.011913319,-0.013159421,-0.040347121,-0.04513799,-0.021399651
2017/11/30,9.137784176,14.5909312,10.33458305,11.04288818,14.94594969,18.21220889,14.31285077,14.53265477,11.92924814,8.306982513,,,,,,,,,,,1.100012449,1.756465862,1.244083882,1.329350118,1.79920322,2.192397644,1.722990358,1.749450508,1.436050711,1,,0.010074431,0.005696682,0.014938092,0.003374442,0.015702664,0.006134892,0.006899509,0.013255886,0.014175955,0.01023256
2017/12/1,9.066564468,14.49161159,10.22439918,10.97417932,14.75178587,17.99543183,14.1796188,14.43318051,11.82192113,8.242626149,,,,,,,,,,,1.099960656,1.758130398,1.240429809,1.331393554,1.789694886,2.183215823,1.720279259,1.751041506,1.434242063,1,,-0.00779398,-0.006806941,-0.010661666,-0.006222001,-0.012991066,-0.011902843,-0.009308556,-0.006844879,-0.008996963,-0.007747261
2017/12/4,8.935998862,14.25258394,10.0229927,10.8934909,14.39094643,17.68887046,13.87933729,14.13660854,11.58507315,8.103746701,,,,,,,,,,,1.102699676,1.758764738,1.236834401,1.344253628,1.775838629,2.182801501,1.712706209,1.744453406,1.429594677,1,,-0.014400781,-0.016494208,-0.019698613,-0.00735257,-0.024460729,-0.017035511,-0.02117698,-0.020547929,-0.020034644,-0.016848932
2017/12/5,8.904065593,14.2897438,9.974601675,10.91541287,14.36159564,17.59198484,13.83597008,14.07351887,11.55972032,8.084333776,,,,,,,,,,,1.101397572,1.76758459,1.233818636,1.350193247,1.776472378,2.176058699,1.711454582,1.740838424,1.429891521,1,,-0.003573553,0.002607237,-0.004828002,0.002012392,-0.002039532,-0.005477208,-0.003124588,-0.004462858,-0.002188405,-0.002395549
2017/12/6,8.96874322,14.39736974,10.04341295,10.97795563,14.44109696,17.77734431,13.99295409,14.11053329,11.58634543,8.138348031,,,,,,,,,,,1.102034858,1.769077666,1.234084965,1.348916953,1.77445065,2.184392243,1.719385069,1.733832621,1.423672886,1,,0.007263831,0.007531691,0.006898649,0.005729766,0.005535688,0.010536587,0.011346079,0.002630076,0.002303266,0.006681349
2017/12/7,8.983490413,14.45327126,10.05994241,11.00255438,14.53766151,17.93047276,14.07957259,14.1359296,11.62339366,8.159978167,,,,,,,,,,,1.100920888,1.771238962,1.232839378,1.34835586,1.781580932,2.197367737,1.725442434,1.732348949,1.424439309,1,,0.001644288,0.003882759,0.001645801,0.002240741,0.006686788,0.008613685,0.006190151,0.001799812,0.003197577,0.002657804
2017/12/8,9.088313283,14.55506884,10.14022196,11.09466089,14.66188404,18.29219835,14.36380413,14.21363002,11.6719355,8.235962256,,,,,,,,,,,1.103491371,1.767257837,1.231212777,1.347099531,1.780227201,2.221015321,1.74403472,1.725800773,1.417191475,1,,0.01166839,0.007043221,0.00798012,0.008371375,0.008544877,0.02017379,0.020187512,0.005496662,0.004176219,0.009311801
2017/12/11,9.028670212,14.52268708,10.10452516,11.05573866,14.6146158,17.7262966,14.04483234,14.32335128,11.78677006,8.204153992,,,,,,,,,,,1.100499847,1.770162663,1.231635238,1.34757815,1.781367806,2.160648937,1.711917201,1.745865728,1.436683182,1,,-0.006562612,-0.002224775,-0.003520318,-0.003508195,-0.003223886,-0.030936782,-0.022206637,0.007719439,0.009838519,-0.003862119
2017/12/12,8.964078506,14.39771447,10.01510027,10.95473197,14.46823888,17.55604983,13.94843188,14.1964409,11.66323913,8.141537462,,,,,,,,,,,1.101030186,1.768426976,1.230123956,1.345536027,1.777089272,2.156355592,1.713242977,1.743705162,1.432559782,1,,-0.007154066,-0.008605337,-0.008849984,-0.009136132,-0.01001579,-0.009604193,-0.006863767,-0.008860383,-0.010480473,-0.007632296
2017/12/13,9.027853542,14.43360975,10.03938655,11.05806692,14.50840796,17.78777971,14.08821614,14.16306151,11.65755416,8.17086659,,,,,,,,,,,1.104883239,1.766472331,1.228680757,1.353353013,1.775626588,2.176975908,1.724200975,1.733361004,1.426721882,1,,0.007114511,0.002493123,0.002424966,0.009432905,0.002776363,0.013199432,0.010021504,-0.00235125,-0.000487426,0.003602407
2017/12/14,8.954385092,14.47230537,9.954947604,11.05247122,14.3652905,17.53489043,13.90618294,14.19301551,11.65777522,8.117631024,,,,,,,,,,,1.103078603,1.782823748,1.226336548,1.361538999,1.769640732,2.160099465,1.713083891,1.748418408,1.436105581,1,,-0.008137975,0.002680938,-0.008410767,-0.000506029,-0.00986445,-0.014217023,-0.012920955,0.002114938,1.90E-05,-0.00651529
2017/12/15,9.04154991,14.55502334,10.09670031,11.08305413,14.5319741,17.53810298,13.97915445,14.44302422,11.84768509,8.202450386,,,,,,,,,,,1.102298641,1.774472585,1.230937077,1.351188195,1.771662541,2.138154107,1.704265651,1.760818235,1.444408016,1,,0.009734316,0.005715604,0.014239422,0.002767065,0.011603218,0.000183209,0.005247415,0.017614911,0.016290404,0.010448783
2017/12/18,9.125291277,14.72870622,10.21904737,11.17967399,14.70290326,17.67653051,14.05228256,14.75678974,12.08862751,8.289302566,,,,,,,,,,,1.100851514,1.776832985,1.232799417,1.348686925,1.773720183,2.132450875,1.695230986,1.780220908,1.458340725,1,,0.009261838,0.011932848,0.01211753,0.008717801,0.011762281,0.007892959,0.005231226,0.021724365,0.020336666,0.010588565
2017/12/19,9.112321174,14.63268388,10.21727761,11.12682231,14.62090416,17.58329775,13.97508681,14.68039012,12.04760311,8.272866671,,,,,,,,,,,1.101470813,1.768756159,1.235034725,1.344977836,1.767332262,2.12541776,1.689267743,1.774522751,1.456279134,1,,-0.001421336,-0.006519401,-0.000173182,-0.00472748,-0.005577069,-0.005274381,-0.005493467,-0.005177252,-0.003393636,-0.001982784
2017/12/20,9.084267052,14.59046064,10.22473484,11.0753736,14.59534994,17.46460294,13.8895208,14.76516146,12.0779355,8.254686752,,,,,,,,,,,1.100498096,1.767536562,1.238658128,1.341707315,1.768128867,2.115719647,1.682622396,1.788700396,1.463160973,1,,-0.003078702,-0.002885543,0.000729864,-0.004623846,-0.001747787,-0.006750429,-0.006122753,0.005774461,0.002517712,-0.002197536
2017/12/21,9.050494793,14.52950797,10.18917019,11.0275084,14.59463632,17.40722952,13.85236656,14.69604907,12.02401165,8.226121558,,,,,,,,,,,1.100214084,1.766264681,1.238635987,1.340547708,1.774181942,2.116091939,1.683948683,1.786510078,1.4616866,1,,-0.003717665,-0.00417757,-0.003478295,-0.004321768,-4.89E-05,-0.003285126,-0.002674984,-0.004680775,-0.004464658,-0.003460482
2017/12/22,9.074400023,14.54252794,10.20881801,11.06695544,14.63059438,17.49882804,13.91100395,14.70539542,12.03949797,8.241541896,,,,,,,,,,,1.101056105,1.764539709,1.238702435,1.342825843,1.775225385,2.123246871,1.687912787,1.784301482,1.460830767,1,,0.002641317,0.000896105,0.001928304,0.003577149,0.002463786,0.005262096,0.004233023,0.000635977,0.00128795,0.001874558
2017/12/26,9.035299238,14.53298011,10.186036,10.99082501,14.56301497,17.55706872,13.94446042,14.56196679,11.91628352,8.220819991,,,,,,,,,,,1.099075183,1.767826096,1.239053527,1.336949966,1.771479608,2.135683392,1.696237168,1.771352104,1.44952493,1,,-0.004308911,-0.000656545,-0.002231601,-0.006879076,-0.004619048,0.003328262,0.002405036,-0.00975347,-0.010234185,-0.002514324
2017/12/27,9.061187481,14.51921119,10.21757664,10.98313356,14.61446464,17.62666818,13.99880357,14.53048907,11.90875658,8.239086767,,,,,,,,,,,1.099780563,1.7622355,1.240134608,1.333052299,1.773796667,2.139395867,1.699072235,1.763604326,1.445397641,1,,0.002865234,-0.000947426,0.003096458,-0.000699806,0.0035329,0.003964185,0.003897114,-0.002161639,-0.000631652,0.002222014
2017/12/28,9.120293868,14.63990447,10.28914795,11.0850145,14.73494044,17.85790708,14.14604708,14.6798002,12.00884045,8.283941101,,,,,,,,,,,1.100960733,1.767263225,1.242059526,1.338132945,1.778735539,2.155725984,1.707646989,1.772079257,1.449653046,1,,0.006523029,0.008312661,0.007004725,0.009276127,0.0082436,0.013118696,0.010518292,0.010275713,0.008404225,0.005444091
2017/12/29,9.058221756,14.52412858,10.1875175,11.04986862,14.54177248,17.65764696,14.01319462,14.54851655,11.91768164,8.222944507,,,,,,,,,,,1.10157885,1.76629291,1.238913566,1.343784895,1.768438601,2.147363021,1.704157751,1.769258753,1.449320451,1,,-0.006805933,-0.007908241,-0.009877441,-0.003170576,-0.013109518,-0.011214087,-0.00939149,-0.00894315,-0.007590975,-0.007363234
2018/1/2,9.243315339,14.82126286,10.45091475,11.26712589,14.98758843,18.20401865,14.37350559,14.95055241,12.23476312,8.3830323,,,,,,,,,,,1.10262194,1.768007366,1.246674756,1.344039422,1.787848107,2.171531493,1.714595039,1.783430133,1.459467491,1,,0.020433766,0.020457976,0.0258549,0.019661525,0.030657607,0.030942497,0.025712265,0.027634148,0.02660597,0.019468427
2018/1/3,9.257212662,15.04973924,10.56037799,11.31557933,15.27320091,18.39814704,14.5094931,15.14298408,12.37932832,8.44352247,,,,,,,,,,,1.096368571,1.782400567,1.250707632,1.340149134,1.808866023,2.178965841,1.718417065,1.793443926,1.466133165,1,,0.0015035,0.015415446,0.010474035,0.004300426,0.0190566,0.01066404,0.009460984,0.012871208,0.011815938,0.007215786
2018/1/4,9.151458298,14.85344291,10.54435312,11.13755493,15.29215312,17.88227373,14.2095604,15.12169617,12.38849216,8.368665428,,,,,,,,,,,1.093538555,1.774887888,1.259980246,1.330863926,1.827310848,2.136813078,1.6979482,1.806942373,1.480342627,1,,-0.011423996,-0.013043172,-0.001517452,-0.015732681,0.00124088,-0.028039417,-0.02067148,-0.001405794,0.000740253,-0.008865618
2018/1/5,9.245659439,15.04996515,10.63177801,11.28563516,15.44400357,18.09370593,14.37919119,15.30327525,12.53655777,8.445633239,,,,,,,,,,,1.094726609,1.781981851,1.258849124,1.336268678,1.828637728,2.142374102,1.702559273,1.811974877,1.484383399,1,,0.010293566,0.013230753,0.008291156,0.013295578,0.009929959,0.011823564,0.011937793,0.012007852,0.011951867,0.009197143
2018/1/8,9.303165171,15.26656927,10.70526507,11.39068105,15.57373763,18.3612965,14.55225095,15.44380458,12.64181849,8.512149083,,,,,,,,,,,1.092927894,1.793503511,1.257645392,1.338167476,1.829589388,2.157069422,1.709586006,1.814324965,1.485150033,1,,0.006219755,0.014392334,0.00691202,0.009307929,0.008400287,0.014789152,0.012035431,0.009182958,0.008396302,0.007875768
2018/1/9,9.261657871,15.20794457,10.66783843,11.31589854,15.57292123,18.31679789,14.52205166,15.29573351,12.53123531,8.480884796,,,,,,,,,,,1.092062691,1.793202589,1.25786857,1.33428278,1.836237799,2.159774402,1.712327429,1.803553978,1.477585843,1,,-0.004461632,-0.00384007,-0.003496096,-0.006565236,-5.24E-05,-0.0024235,-0.002075232,-0.009587733,-0.008747411,-0.003672902
2018/1/10,9.267546985,15.44218878,10.58412694,11.47800659,15.50960594,18.55904734,14.66253145,15.28525912,12.49517176,8.491357181,,,,,,,,,,,1.091409393,1.818577225,1.246458806,1.351728157,1.826516728,2.185639697,1.726759473,1.80009612,1.471516448,1,,0.00063586,0.015402753,-0.007847091,0.01432569,-0.00406573,0.013225535,0.00967355,-0.000684792,-0.002877893,0.001234822
2018/1/11,9.284556116,15.5345233,10.6085745,11.48791358,15.52395136,18.57546687,14.68158079,15.48044191,12.5929372,8.505522506,,,,,,,,,,,1.091591505,1.82640435,1.247257238,1.350641724,1.825161399,2.18393013,1.726123325,1.820045964,1.480560094,1,,0.001835343,0.005979367,0.002309833,0.000863128,0.000924938,0.000884718,0.001299185,0.012769348,0.007824257,0.001668205
2018/1/12,9.354258907,15.59960886,10.70000023,11.53547935,15.70583115,18.69917508,14.81047262,15.55729876,12.67566717,8.553994607,,,,,,,,,,,1.093554455,1.82366363,1.250877599,1.348548822,1.836081488,2.186016702,1.731410096,1.818717392,1.481841847,1,,0.007507391,0.004189737,0.008618097,0.004140506,0.011716076,0.006659763,0.008779152,0.004964771,0.006569553,0.005698898
2018/1/16,9.334884546,15.55078565,10.69009694,11.59274445,15.67093336,18.55032761,14.67483158,15.48371576,12.70493058,8.529508199,,,,,,,,,,,1.094422366,1.823174946,1.25330754,1.359133983,1.83726107,2.174841407,1.720478044,1.815311668,1.489526745,1,,-0.002071181,-0.003129771,-0.000925541,0.004964258,-0.002221964,-0.007960109,-0.009158455,-0.004729806,0.002308629,-0.00286257
2018/1/17,9.490323668,15.60601541,10.89722266,11.77032941,15.96337867,18.57002133,14.7467533,15.6704487,13.0019897,8.661970553,,,,,,,,,,,1.095631024,1.801670338,1.258053533,1.358851238,1.842926915,2.143856437,1.702470957,1.809108979,1.501042935,1,,0.016651424,0.003551574,0.019375476,0.01531863,0.018661639,0.001061637,0.004901025,0.012059957,0.023381404,0.015529894
2018/1/18,9.543330961,15.63083362,10.97395255,11.8481621,16.09440819,18.69964819,14.82777903,15.72792552,13.09468764,8.700605575,,,,,,,,,,,1.096858245,1.796522493,1.261286062,1.361762925,1.849803218,2.149235249,1.704223792,1.807681705,1.505031751,1,,0.005585404,0.001590298,0.007041234,0.006612618,0.008208132,0.006980437,0.005494479,0.003667848,0.00712952,0.004460304
2018/1/19,9.564668248,15.70294368,11.06025044,11.87673905,16.18436069,18.69044278,14.81864393,15.84206835,13.1985176,8.736517155,,,,,,,,,,,1.094791904,1.79739173,1.265979364,1.359436357,1.852495726,2.139347116,1.696172933,1.81331623,1.51072989,1,,0.002235832,0.004613321,0.007863884,0.002411931,0.005589053,-0.000492277,-0.00061608,0.007257335,0.007929167,0.004127481
