,Simple R-GCN,LSTM-driven R-GCN,CNN-driven R-GCN,CNN-driven Simple R-GCN,CNN Stacked Simple R-GCN,CNN,sRNN,LSTM,GRU,Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011/7/7,2.086016561,2.360209566,2.02914534,2.492466286,2.358462687,3.089006698,2.554343598,2.326973758,2.121260355,1.879520932,,,,,,,,,,,1.109866097,1.255750615,1.079607737,1.326117865,1.254821187,1.643507473,1.359039718,1.238067488,1.128617574,1,,0.017353297,0.01299463,0.012826458,0.021777856,0.013194519,0.012977115,0.013723677,0.011191151,0.018155612,0.014489816
2011/7/8,2.086367159,2.357354898,2.021696545,2.479018999,2.356782945,3.115529158,2.57475106,2.32223082,2.104622845,1.876631683,,,,,,,,,,,1.111761662,1.256162794,1.077300657,1.320993896,1.255858018,1.660170819,1.372006603,1.23744624,1.121489562,1,,0.000168071,-0.001209498,-0.003670902,-0.005395173,-0.000712219,0.00858608,0.007989317,-0.002038243,-0.007843219,-0.001537226
2011/7/11,2.052852501,2.310541189,1.98275783,2.443555131,2.305211359,3.049416056,2.525493392,2.278002095,2.066818351,1.846000854,,,,,,,,,,,1.112053928,1.251646869,1.074082834,1.323702059,1.248759638,1.651903925,1.368088962,1.234020066,1.11961939,1,,-0.016063643,-0.019858575,-0.019260416,-0.014305606,-0.021882196,-0.021220505,-0.019131041,-0.019045792,-0.017962598,-0.016322238
2011/7/12,2.025391105,2.302298614,1.945634697,2.415569598,2.262921088,3.019605884,2.504034534,2.261014626,2.031542362,1.823544164,,,,,,,,,,,1.110689362,1.262540639,1.066952331,1.324656483,1.240946686,1.655899508,1.373169119,1.239901216,1.114062605,1,,-0.013377189,-0.003567379,-0.018722979,-0.011452794,-0.018345507,-0.009775699,-0.008496897,-0.007457179,-0.017067774,-0.012165049
2011/7/13,2.043611643,2.322708008,1.960899909,2.434283262,2.288338928,3.073702111,2.541620363,2.281911301,2.044228931,1.836633428,,,,,,,,,,,1.112694353,1.264655196,1.067659926,1.325405073,1.24594211,1.673552307,1.383847383,1.242442431,1.11303045,1,,0.008996059,0.00886479,0.007845878,0.007747102,0.011232314,0.017914996,0.015010108,0.009242167,0.006244797,0.007177925
2011/7/14,2.024895179,2.289689844,1.924588201,2.408745103,2.243804842,3.042336213,2.517815816,2.23048207,1.998645339,1.816268372,,,,,,,,,,,1.114865628,1.260656123,1.059638669,1.326205499,1.235392785,1.67504773,1.38625759,1.228057541,1.100413006,1,,-0.009158523,-0.014215374,-0.01851788,-0.010491038,-0.019461315,-0.010204599,-0.009365894,-0.022537787,-0.022298673,-0.011088253
2011/7/15,2.023515217,2.304841009,1.912811276,2.426882135,2.233962733,3.002414242,2.497281538,2.245515162,2.013897114,1.815494268,,,,,,,,,,,1.11458089,1.269539128,1.053603589,1.336761111,1.230498368,1.653772361,1.375538101,1.23686161,1.109283102,1,,-0.000681498,0.006617125,-0.006119192,0.00752966,-0.004386348,-0.013122143,-0.008155592,0.00673984,0.007631056,-0.000426206
2011/7/18,2.004402047,2.288998055,1.879387314,2.419036209,2.201858484,2.936899974,2.450143228,2.229056132,2.000797103,1.797841083,,,,,,,,,,,1.114893895,1.273192651,1.045357864,1.345522823,1.224723645,1.633570398,1.362825253,1.239851594,1.112888743,1,,-0.009445528,-0.006873773,-0.017473738,-0.003232924,-0.014370987,-0.021820529,-0.018875849,-0.007329735,-0.006504806,-0.009723625
2011/7/19,2.041597617,2.321110975,1.927173587,2.447984682,2.254405884,2.968089596,2.488465673,2.287037273,2.057520917,1.83023896,,,,,,,,,,,1.115481454,1.268201052,1.052962826,1.337521895,1.231754942,1.621695123,1.359639767,1.249583974,1.124181575,1,,0.018556941,0.014029247,0.025426517,0.011966945,0.023865021,0.010619913,0.0156409,0.026011521,0.028350608,0.018020434
2011/7/20,2.03493509,2.315122666,1.912162269,2.453619787,2.245354414,2.940156656,2.46105358,2.281584984,2.054755823,1.82325221,,,,,,,,,,,1.116101809,1.269776421,1.048764542,1.345738002,1.231510595,1.612589109,1.349815218,1.251381993,1.126972896,1,,-0.003263389,-0.002579932,-0.007789292,0.002301936,-0.004015013,-0.009411084,-0.01101566,-0.002383996,-0.001343896,-0.003817398
2011/7/21,2.032063811,2.311995295,1.918639976,2.452167322,2.270209302,2.929580282,2.454516151,2.293168333,2.080069748,1.82894279,,,,,,,,,,,1.111059254,1.2641157,1.049043188,1.340756712,1.241268625,1.601788912,1.342040967,1.253821796,1.13730717,1,,-0.001410993,-0.001350845,0.003387634,-0.000591968,0.011069472,-0.003597214,-0.002656354,0.005076887,0.012319676,0.003121115
2011/7/22,2.048369187,2.330247982,1.935497382,2.467037806,2.296391689,2.939660739,2.469245695,2.323395792,2.109855052,1.8443488,,,,,,,,,,,1.110619199,1.263452977,1.049420469,1.337619981,1.245096204,1.593874618,1.338817091,1.259737741,1.143956638,1,,0.008024047,0.007894777,0.008786123,0.006064221,0.011533028,0.003440922,0.006000997,0.013181526,0.014319378,0.008423451
2011/7/25,2.040341502,2.316429367,1.918150182,2.459580117,2.287186345,2.919604334,2.46258299,2.329663217,2.110386213,1.835755518,,,,,,,,,,,1.111445115,1.261839795,1.044883245,1.339818997,1.245910102,1.590410218,1.341454767,1.269048734,1.149600909,1,,-0.003919062,-0.005930105,-0.008962657,-0.003022933,-0.004008613,-0.006822694,-0.002698275,0.002697528,0.000251752,-0.00465925
2011/7/26,2.020593851,2.27667394,1.892838169,2.424068358,2.260763443,2.843412491,2.414167818,2.28884087,2.084862617,1.81715276,,,,,,,,,,,1.111955965,1.252879774,1.041650548,1.333992613,1.244124045,1.564762497,1.328544232,1.259575375,1.147323804,1,,-0.009678601,-0.017162374,-0.013196054,-0.014438139,-0.011552579,-0.026096633,-0.019660321,-0.017522854,-0.012094277,-0.010133571
2011/7/27,1.996271426,2.255599852,1.877684424,2.389770448,2.236701497,2.827765151,2.390640388,2.248405159,2.049654213,1.793067923,,,,,,,,,,,1.113327276,1.25795561,1.047190907,1.332783001,1.247415934,1.577054118,1.33326817,1.253943105,1.143099035,1,,-0.012037266,-0.009256524,-0.008005832,-0.014148904,-0.010643283,-0.005503014,-0.009745565,-0.017666458,-0.016887637,-0.013254162
2011/7/28,1.989245934,2.2547706,1.863784667,2.367292799,2.21614712,2.824567008,2.395298207,2.240734958,2.027333009,1.787558762,,,,,,,,,,,1.112828275,1.26136866,1.042642461,1.324316072,1.239761829,1.580125402,1.339982919,1.253516811,1.134135029,1,,-0.003519307,-0.000367641,-0.007402606,-0.009405777,-0.009189594,-0.001130979,0.001948356,-0.003411397,-0.010890229,-0.003072478
2011/7/29,1.987524953,2.251426266,1.865509269,2.364932739,2.220013288,2.836459381,2.397834517,2.232028328,2.020118503,1.786297241,,,,,,,,,,,1.112650743,1.260387249,1.044344259,1.32393013,1.242801722,1.587898876,1.342349113,1.249527949,1.130897175,1,,-0.000865142,-0.001483226,0.000925323,-0.000996945,0.001744545,0.004210335,0.00105887,-0.003885613,-0.003558619,-0.000705723
2011/8/1,1.973751052,2.269444597,1.861072441,2.358386581,2.222326143,2.798810633,2.370097012,2.263119496,2.037076434,1.784860144,,,,,,,,,,,1.105829529,1.271497156,1.04269931,1.321328502,1.245098195,1.568083999,1.327889482,1.267953404,1.141308713,1,,-0.006930178,0.008003074,-0.002378347,-0.00276801,0.001041821,-0.013273149,-0.011567731,0.013929558,0.008394523,-0.000804512
2011/8/2,1.91588148,2.20650484,1.813629813,2.294667791,2.161515363,2.679598053,2.281165338,2.219598725,1.996581645,1.740376105,,,,,,,,,,,1.100843361,1.267832185,1.042090734,1.318489598,1.241981752,1.539666079,1.310731244,1.27535578,1.147212743,1,,-0.02931959,-0.027733551,-0.025492091,-0.027017958,-0.027363571,-0.042594014,-0.037522377,-0.019230434,-0.019878876,-0.024922983
2011/8/3,1.933469141,2.230939368,1.836694325,2.3244019,2.184539384,2.691028325,2.290989178,2.253606089,2.027908272,1.757731682,,,,,,,,,,,1.099979684,1.269214972,1.044923036,1.322387213,1.242817323,1.530966502,1.303378213,1.282110411,1.153707527,1,,0.009179932,0.011073861,0.012717321,0.012957914,0.010651796,0.004265667,0.004306501,0.015321402,0.015690131,0.009972314
2011/8/4,1.81371063,2.071776523,1.732773683,2.165172989,2.048647371,2.441617478,2.104441472,2.122514837,1.913236031,1.653442194,,,,,,,,,,,1.096930172,1.253008137,1.047979596,1.309494216,1.239019652,1.476687535,1.272763862,1.283694613,1.157123024,1,,-0.061939706,-0.07134342,-0.05658026,-0.068503175,-0.062206254,-0.092682357,-0.081426708,-0.05816955,-0.056547055,-0.059331859
2011/8/5,1.810086205,2.068284608,1.718635835,2.175456801,2.019623469,2.428020468,2.090842523,2.087823678,1.890638626,1.64570312,,,,,,,,,,,1.099886233,1.256778688,1.044317055,1.321901122,1.227210087,1.475369669,1.270485847,1.268651467,1.148833349,1,,-0.001998348,-0.001685469,-0.008159085,0.004749649,-0.014167349,-0.005568853,-0.006462023,-0.016344366,-0.011811091,-0.004680583
2011/8/8,1.709942468,1.948409357,1.622464764,2.047280239,1.889247315,2.265618779,1.959422343,1.969796705,1.778656961,1.559429425,,,,,,,,,,,1.096518022,1.249437343,1.040422053,1.312839303,1.211499081,1.452851115,1.256499532,1.263152198,1.14058189,1,,-0.055325397,-0.057958779,-0.055957795,-0.058919378,-0.064554684,-0.066886458,-0.062855131,-0.056531102,-0.059229545,-0.052423608
2011/8/9,1.797178543,2.057562292,1.704900081,2.159054959,2.01151096,2.406997668,2.074847225,2.07631554,1.883873053,1.636410367,,,,,,,,,,,1.098244413,1.257363271,1.04185363,1.319384796,1.229221594,1.470901014,1.267925984,1.268823262,1.151222878,1,,0.051016965,0.056021562,0.050808695,0.054596688,0.064715532,0.062401888,0.058907607,0.054076055,0.059154797,0.049364813
2011/8/10,1.716979564,1.965182464,1.634379274,2.071997322,1.930819977,2.279229521,1.964350059,2.009672104,1.823706515,1.569880612,,,,,,,,,,,1.093700725,1.251803767,1.041085074,1.319843882,1.229915168,1.451848952,1.251273533,1.280143272,1.161684845,1,,-0.044624937,-0.044897707,-0.041363601,-0.040322103,-0.040114613,-0.053081957,-0.053255567,-0.032096969,-0.031937682,-0.040655911
2011/8/11,1.798601006,2.058997775,1.724049887,2.175314752,2.036261766,2.395538872,2.060614819,2.111136551,1.923403833,1.643320223,,,,,,,,,,,1.094492103,1.252949818,1.049125948,1.323731505,1.239114408,1.457743195,1.253933829,1.284677521,1.170437634,1,,0.047537806,0.047738728,0.054865242,0.049863689,0.05460985,0.051030118,0.049005909,0.050488061,0.054667413,0.04678038
2011/8/12,1.816090569,2.064138223,1.730308112,2.198384974,2.04799772,2.434040368,2.085636423,2.094006552,1.917986167,1.65049467,,,,,,,,,,,1.100331072,1.250617927,1.048357286,1.33195521,1.240838736,1.474733855,1.263643234,1.268714519,1.162067471,1,,0.009723982,0.002496578,0.003629956,0.010605464,0.00576348,0.016072165,0.012142786,-0.008114112,-0.002816707,0.004365824
2011/8/15,1.859040912,2.101873809,1.775201137,2.232819482,2.109728633,2.526431561,2.155780843,2.133805142,1.950933923,1.688142802,,,,,,,,,,,1.101234392,1.245080574,1.05157048,1.322648463,1.249733512,1.496574554,1.277013319,1.26399564,1.155668774,1,,0.02364989,0.018281521,0.025945105,0.015663548,0.030142081,0.037957954,0.033632142,0.019005953,0.017178307,0.022810211
2011/8/16,1.83692018,2.065118332,1.746948838,2.200779225,2.068502926,2.478167415,2.122832759,2.096326165,1.915239159,1.667352863,,,,,,,,,,,1.101698519,1.238561062,1.04773793,1.319924099,1.240590982,1.486288518,1.273175466,1.257278055,1.148670567,1,,-0.011899002,-0.017487005,-0.015914985,-0.014349685,-0.019540763,-0.019103682,-0.015283596,-0.017564386,-0.018296244,-0.012315273
2011/8/17,1.822253903,2.050898727,1.727448409,2.191713129,2.038870942,2.432623323,2.08994512,2.071069302,1.896013893,1.654363977,,,,,,,,,,,1.101483064,1.23969015,1.044176755,1.324807092,1.232419812,1.470428126,1.263292207,1.251882494,1.146068168,1,,-0.007984167,-0.006885613,-0.011162564,-0.004119494,-0.014325328,-0.018378134,-0.015492336,-0.012048155,-0.01003805,-0.007790124
2011/8/18,1.736600101,1.94431078,1.633732036,2.090613363,1.919814029,2.286762937,1.980091919,1.96086468,1.794379101,1.5805295,,,,,,,,,,,1.098745769,1.230164182,1.033661211,1.322729733,1.214665104,1.446833442,1.252802886,1.240637824,1.135302505,1,,-0.047004318,-0.051971336,-0.054251329,-0.046128193,-0.058393551,-0.05996012,-0.05256272,-0.05321146,-0.053604455,-0.044630129
2011/8/19,1.718940148,1.902855244,1.618349889,2.050680115,1.904529943,2.293253171,1.974631106,1.896778309,1.745725403,1.564856402,,,,,,,,,,,1.098465102,1.21599352,1.034184279,1.310458974,1.217063713,1.465471955,1.261860899,1.212110138,1.115581852,1,,-0.010169269,-0.021321456,-0.009415343,-0.019101211,-0.007961233,0.002838175,-0.002757858,-0.03268271,-0.027114503,-0.009916359
2011/8/22,1.716242145,1.907709456,1.618139268,2.053673063,1.90223105,2.280661316,1.964805471,1.91050298,1.75657237,1.565401786,,,,,,,,,,,1.096358878,1.218670806,1.033689423,1.311914348,1.215171125,1.456917538,1.255144519,1.220455347,1.122122375,1,,-0.001569574,0.002551015,-0.000130145,0.00145949,-0.001207066,-0.005490826,-0.004975934,0.00723578,0.006213444,0.00034852
2011/8/23,1.792787762,2.029073185,1.708319005,2.149851262,2.027789954,2.411526293,2.067124571,2.0265828,1.859753746,1.637902695,,,,,,,,,,,1.094563045,1.23882401,1.042991754,1.31256348,1.238040551,1.472325737,1.262055785,1.237303538,1.135448248,1,,0.044600709,0.063617512,0.055730516,0.046832283,0.066006127,0.057380277,0.052075944,0.060758775,0.058740179,0.046314569
2011/8/24,1.804009751,2.03364373,1.707142433,2.160081995,2.025785006,2.434018997,2.085557178,2.017005248,1.85154074,1.64415841,,,,,,,,,,,1.097223808,1.236890386,1.038307758,1.313791896,1.2321106,1.480404189,1.268464866,1.22677063,1.126132816,1,,0.006259519,0.002252528,-0.000688731,0.00475881,-0.000988736,0.009327165,0.008917028,-0.004725961,-0.004416179,0.003819345
2011/8/25,1.778459238,1.998102091,1.67894217,2.118352601,1.994619973,2.413116099,2.065700755,1.98190309,1.809671192,1.618689972,,,,,,,,,,,1.098702821,1.234394557,1.037222816,1.308683341,1.232243362,1.490783375,1.276155898,1.224387081,1.117985052,1,,-0.014163179,-0.017476827,-0.016518987,-0.019318431,-0.015384176,-0.008587812,-0.00952092,-0.017403107,-0.022613355,-0.015490258
2011/8/26,1.83437914,2.054269241,1.736401342,2.17470556,2.076300783,2.512161381,2.144962935,2.038851954,1.867381376,1.666585814,,,,,,,,,,,1.10068088,1.232621341,1.041891349,1.304886638,1.245840908,1.507369954,1.287040197,1.22337052,1.120483182,1,,0.031442892,0.02811025,0.034223437,0.026602256,0.040950563,0.041044557,0.038370601,0.028734435,0.031889873,0.029589262
2011/8/29,1.889259811,2.112749035,1.784846594,2.237968927,2.134896672,2.605504832,2.218746062,2.081929841,1.913129073,1.711460835,,,,,,,,,,,1.10388726,1.234471156,1.042879017,1.307636658,1.247411935,1.522386478,1.296404812,1.216463619,1.117833978,1,,0.029917845,0.028467444,0.027899801,0.029090544,0.028221291,0.03715663,0.034398323,0.021128502,0.024498315,0.026926319
2011/8/30,1.905408182,2.139725889,1.812889082,2.241397579,2.173102892,2.659494071,2.262222016,2.118902544,1.931223121,1.727160344,,,,,,,,,,,1.103202832,1.238869278,1.049635657,1.297735666,1.258194064,1.53980728,1.309792703,1.226812873,1.118149295,1,,0.008547459,0.012768603,0.015711427,0.001532037,0.017896051,0.02072122,0.019594831,0.017758861,0.009457829,0.009173163
2011/8/31,1.904057783,2.131614382,1.805080512,2.238270863,2.156955664,2.647796681,2.260643425,2.091830104,1.915016855,1.721918932,,,,,,,,,,,1.10577667,1.237929581,1.048295874,1.299870059,1.252646465,1.537701126,1.312862867,1.214824964,1.112141123,1,,-0.000708719,-0.003790909,-0.004307252,-0.001394985,-0.007430494,-0.004398352,-0.000697806,-0.012776633,-0.008391711,-0.003034699
2011/9/1,1.876921374,2.110711225,1.783538501,2.210289088,2.127437197,2.598821673,2.220560854,2.077974538,1.897808832,1.701491594,,,,,,,,,,,1.103103524,1.240506408,1.048220577,1.299030272,1.25033659,1.527378497,1.30506719,1.221266414,1.115379493,1,,-0.014251883,-0.009806256,-0.0119341,-0.012501514,-0.013685245,-0.018496514,-0.017730603,-0.006623657,-0.008985834,-0.011863124
2011/9/2,1.833317922,2.04828085,1.737212634,2.14016621,2.067380764,2.518170209,2.15848329,2.000382131,1.833441115,1.664959717,,,,,,,,,,,1.101118485,1.230228473,1.043396195,1.28541621,1.24170017,1.512451132,1.296417726,1.201459778,1.101192477,1,,-0.023231368,-0.029577886,-0.025974134,-0.031725659,-0.028229474,-0.031033858,-0.027955804,-0.037340403,-0.03391686,-0.021470501
2011/9/6,1.847897807,2.070121401,1.762431187,2.140410887,2.114017397,2.581112252,2.196791565,2.028776365,1.84918007,1.678844074,,,,,,,,,,,1.100696506,1.23306353,1.049788491,1.274931317,1.259210089,1.537434174,1.308514352,1.208436446,1.101460284,1,,0.007952731,0.010662869,0.014516676,0.000114326,0.022558318,0.02499515,0.017747775,0.014194405,0.00858438,0.008339155
2011/9/7,1.880147488,2.120780522,1.798848357,2.17637635,2.163818287,2.630757906,2.239028947,2.083138384,1.901973332,1.715214036,,,,,,,,,,,1.096159108,1.236452406,1.048760282,1.268865753,1.261544181,1.533778205,1.305393321,1.214506376,1.10888396,1,,0.017452091,0.02447157,0.020663031,0.016803065,0.023557465,0.01923421,0.01922685,0.026795471,0.028549552,0.021663693
2011/9/8,1.868601681,2.103175935,1.782769427,2.156035442,2.146504175,2.606819602,2.226519059,2.064350261,1.882977967,1.705836001,,,,,,,,,,,1.095416957,1.232929739,1.04510013,1.263917188,1.258329742,1.528177152,1.305236293,1.210169243,1.103844664,1,,-0.006140905,-0.008300994,-0.008938458,-0.009346227,-0.008001648,-0.009099394,-0.005587194,-0.009019143,-0.009987188,-0.00546756
2011/9/9,1.828860784,2.049978743,1.745352689,2.110610572,2.099032956,2.527025006,2.163842389,2.021883288,1.851327559,1.672874712,,,,,,,,,,,1.093244324,1.225422758,1.043325407,1.261666852,1.254746061,1.510588323,1.293487416,1.208628042,1.106674365,1,,-0.02126772,-0.025293743,-0.020987985,-0.021068703,-0.022115596,-0.030609942,-0.028150071,-0.020571593,-0.016808698,-0.01932266
2011/9/12,1.854538603,2.07795947,1.780995915,2.135588876,2.140149364,2.56276973,2.190848887,2.067140503,1.893924628,1.695710614,,,,,,,,,,,1.09366456,1.225421043,1.050294726,1.259406445,1.262095871,1.511324933,1.291994559,1.219040847,1.116891416,1,,0.014040336,0.013649277,0.02042179,0.011834634,0.019588262,0.014144982,0.012480806,0.022383693,0.023008932,0.013650695
2011/9/13,1.888308224,2.108984368,1.813490065,2.166926031,2.179283818,2.623922067,2.235208938,2.094172997,1.92132066,1.724449522,,,,,,,,,,,1.095020875,1.222989911,1.051634183,1.256590004,1.263756225,1.521599811,1.296186934,1.214400868,1.114164628,1,,0.018209177,0.014930463,0.018244932,0.014673777,0.018285852,0.023861815,0.020247883,0.013077241,0.014465218,0.016948003
2011/9/14,1.916095273,2.151280056,1.846781918,2.201031453,2.217841128,2.652958793,2.262892542,2.136540596,1.96157351,1.753308023,,,,,,,,,,,1.092845779,1.226983524,1.053312877,1.255359255,1.26494666,1.513116211,1.290641754,1.218576866,1.118784312,1,,0.014715314,0.020055003,0.018357891,0.01573908,0.017692652,0.011066154,0.012385242,0.020231184,0.020950615,0.016734906
2011/9/15,1.904037506,2.118501622,1.820807678,2.144439341,2.167729058,2.568589336,2.213688775,2.058879594,1.903028429,1.74657783,,,,,,,,,,,1.090153255,1.212944299,1.042500166,1.227794894,1.241129379,1.470641212,1.267443533,1.178807814,1.089575509,1,,-0.006292885,-0.015236712,-0.014064595,-0.025711633,-0.022594977,-0.031802023,-0.021743749,-0.036348947,-0.029845979,-0.003838569
2011/9/16,1.901147754,2.110183588,1.808703204,2.114359715,2.157323989,2.539592582,2.19582716,2.034903066,1.887599636,1.74401385,,,,,,,,,,,1.090099,1.209958045,1.037092225,1.212352594,1.236987877,1.456176843,1.259065208,1.166792951,1.082330645,1,,-0.001517697,-0.003926376,-0.00664786,-0.014026802,-0.004799986,-0.01128898,-0.008068711,-0.011645425,-0.008107495,-0.001468002
2011/9/19,1.893718382,2.081252815,1.786635333,2.077290223,2.145897847,2.524160493,2.186608706,2.000064908,1.855659791,1.73516555,,,,,,,,,,,1.091376199,1.199454896,1.029662751,1.1971712,1.236710726,1.454708741,1.260172959,1.152665178,1.069442504,1,,-0.003907835,-0.013710074,-0.012200935,-0.017532254,-0.005296442,-0.0060766,-0.004198169,-0.017120303,-0.016920879,-0.005073526
2011/9/20,1.87761616,2.03633598,1.755163606,2.044437141,2.099978067,2.478909593,2.151552113,1.947813048,1.813063133,1.719038754,,,,,,,,,,,1.09224772,1.184578286,1.021014565,1.189290897,1.221600189,1.442032407,1.251601866,1.133082686,1.054695904,1,,-0.008502965,-0.021581633,-0.017615081,-0.015815355,-0.021398866,-0.017927109,-0.016032403,-0.026125082,-0.022954993,-0.009294096
2011/9/21,1.861460837,2.012114285,1.750199672,2.02709349,2.093722855,2.456695194,2.120336947,1.925246029,1.797478784,1.703873626,,,,,,,,,,,1.092487617,1.180905822,1.027188663,1.189697087,1.228801727,1.441829462,1.244421484,1.129923018,1.054936679,1,,-0.008604167,-0.011894744,-0.002828189,-0.008483338,-0.002978704,-0.008961359,-0.014508208,-0.011585824,-0.008595591,-0.008821865
2011/9/22,1.814241287,1.951081931,1.705990766,1.982807647,2.027629499,2.380036944,2.052229491,1.874662819,1.748838884,1.658338525,,,,,,,,,,,1.094011421,1.176528134,1.02873493,1.19565916,1.222687327,1.435193664,1.237521447,1.130446402,1.05457291,1,,-0.025366932,-0.030332449,-0.02525935,-0.021846966,-0.031567385,-0.03120381,-0.032121053,-0.026273634,-0.027060069,-0.026724459
2011/9/23,1.824391109,1.959374514,1.721808908,1.989748187,2.046429825,2.388559196,2.058107945,1.901991453,1.77427638,1.669058779,,,,,,,,,,,1.093065824,1.173939791,1.031604716,1.192137876,1.226098116,1.431081533,1.233094946,1.1395593,1.063040081,1,,0.005594527,0.004250248,0.009272114,0.00350036,0.009272072,0.003580723,0.002864423,0.014577893,0.014545363,0.006464455
2011/9/26,1.849918916,1.986911655,1.748001854,2.022307936,2.071806242,2.42241969,2.087690132,1.913922331,1.792964897,1.688499219,,,,,,,,,,,1.095599509,1.176732351,1.035239954,1.197695512,1.227010483,1.43465846,1.236417588,1.133505014,1.061868953,1,,0.013992508,0.014054047,0.015212458,0.016363754,0.012400336,0.014176117,0.014373487,0.006272835,0.010533036,0.011647547
2011/9/27,1.863921243,1.99054761,1.74785122,2.046941889,2.060578806,2.434378393,2.099709996,1.899307938,1.791631722,1.699181805,,,,,,,,,,,1.096952214,1.171474179,1.028642853,1.204663258,1.212688837,1.432676825,1.235718267,1.11777794,1.05440849,1,,0.007569157,0.001829953,-8.62E-05,0.012181109,-0.005419154,0.004936677,0.005757494,-0.007635834,-0.000743559,0.006326675
2011/9/28,1.837185747,1.967115489,1.722665801,2.007725419,2.030039069,2.39116921,2.068258602,1.876066649,1.762989249,1.674560039,,,,,,,,,,,1.097115484,1.174705859,1.028727403,1.198956963,1.212282045,1.427938775,1.235105672,1.120334061,1.052807429,1,,-0.014343683,-0.011771696,-0.014409361,-0.019158565,-0.014820951,-0.017749575,-0.014978923,-0.012236715,-0.015986808,-0.014490366
2011/9/29,1.808289369,1.919458417,1.68028121,1.972834578,1.964465274,2.314522168,2.013279118,1.803357599,1.709110193,1.649273151,,,,,,,,,,,1.096415938,1.163820812,1.018801045,1.196184257,1.191109716,1.403358908,1.220706902,1.093425669,1.036280856,1,,-0.01572861,-0.024226881,-0.02460407,-0.017378293,-0.032301741,-0.032054211,-0.0265825,-0.038756112,-0.030561194,-0.015100616
2011/9/30,1.771663683,1.87149075,1.647377335,1.925643655,1.928215938,2.288680184,1.986434199,1.755346066,1.658388913,1.615306887,,,,,,,,,,,1.09679696,1.158597642,1.01985409,1.192122482,1.193714924,1.416870195,1.229756534,1.086695092,1.026671109,1,,-0.020254328,-0.024990209,-0.019582362,-0.023920365,-0.01845252,-0.011165149,-0.013333928,-0.026623412,-0.02967701,-0.020594687
2011/10/3,1.734178829,1.817600011,1.609498025,1.876627986,1.890029459,2.249507704,1.953487668,1.708166842,1.612742798,1.579133121,,,,,,,,,,,1.098184064,1.151011265,1.019228843,1.188391252,1.196877852,1.424520627,1.237063324,1.081711744,1.021283625,1,,-0.021157996,-0.028795621,-0.022993706,-0.025454174,-0.019804047,-0.017115751,-0.016585765,-0.026877449,-0.027524373,-0.022394361
2011/10/4,1.784492201,1.872213545,1.667452357,1.926660701,1.957660976,2.336225088,2.026633403,1.763826483,1.670187985,1.629872054,,,,,,,,,,,1.094866432,1.148687432,1.02305721,1.182093218,1.201113284,1.433379438,1.243430979,1.082187083,1.024735642,1,,0.029012793,0.030047059,0.036007706,0.026660966,0.035783314,0.038549494,0.037443664,0.032584429,0.035619559,0.032130878
2011/10/5,1.81548793,1.911303859,1.703947601,1.946639954,2.003862236,2.392882382,2.07474988,1.81808746,1.709672856,1.658325747,,,,,,,,,,,1.094771599,1.152550313,1.027510792,1.173858609,1.208364665,1.442950751,1.251111179,1.096339162,1.030963222,1,,0.017369495,0.020879196,0.021886829,0.010369887,0.023600236,0.024251642,0.023742072,0.030763217,0.023640974,0.017457624
2011/10/6,1.836850455,1.933456484,1.738308775,1.961951813,2.045928955,2.428399444,2.10659811,1.85200947,1.741552114,1.680276168,,,,,,,,,,,1.093183662,1.1506778,1.034537541,1.167636517,1.217614695,1.445238283,1.253721353,1.102205402,1.036467783,1,,0.011766823,0.011590321,0.020165628,0.007865789,0.020992819,0.014842795,0.015350395,0.018658074,0.018646408,0.013236495
2011/10/7,1.817664553,1.897955857,1.745778869,1.914040565,2.042788807,2.360944206,2.058345264,1.834191456,1.735587807,1.668779725,,,,,,,,,,,1.089217783,1.137331565,1.046140987,1.14697017,1.2241213,1.414772825,1.233443356,1.099121369,1.040034093,1,,-0.010444999,-0.018361224,0.004297334,-0.024420196,-0.001534827,-0.027777653,-0.022905577,-0.009620908,-0.003424708,-0.006841996
2011/10/10,1.846371731,1.937981094,1.764202092,1.940970791,2.071684553,2.364756823,2.071823504,1.868436319,1.767622326,1.69710715,,,,,,,,,,,1.087952361,1.141932078,1.039534888,1.143693721,1.220715235,1.393404549,1.22079711,1.100953654,1.04155022,1,,0.015793441,0.021088603,0.010553011,0.01406983,0.014145244,0.00161487,0.006548095,0.018670277,0.018457446,0.016974934
2011/10/11,1.844403247,1.935887494,1.751493016,1.927175013,2.067940877,2.359219149,2.06886307,1.867014962,1.758802623,1.693963529,,,,,,,,,,,1.088809302,1.142815333,1.033961467,1.137672081,1.220770602,1.392721336,1.221315002,1.102157709,1.038276558,1,,-0.001066136,-0.001080299,-0.007203866,-0.007107669,-0.001807069,-0.002341752,-0.001428903,-0.00076072,-0.004989586,-0.001852341
2011/10/12,1.869273764,1.957941075,1.784799092,1.979208395,2.103608143,2.366377975,2.073272069,1.892848025,1.80345851,1.712551731,,,,,,,,,,,1.091513751,1.143288719,1.042186966,1.155707217,1.228347212,1.381784814,1.210633251,1.105279327,1.053082647,1,,0.013484316,0.011391975,0.01901582,0.026999822,0.017247721,0.003034405,0.002131122,0.013836559,0.025389937,0.010973201
